x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
0,0.64,0,1.6,0,0,0,0.32,0,0,0,4.295,0,3,0
0,0,0,0,0,0,0,1.85,0,0.318,0,2.695,0,3,0
0,0,0,0,0,0,0,0,0,0,0,3.7,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
0,0,0,0,0,0,0,2.22,0,0.176,0,2.1,0,3,0
0,0,0,0,0,0,0,7.14,0,0,0,3.6,0,3,0
0,0,0,0,0,0,0,0,0,0.383,0,1.333,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
0,0,0,0,0,0,0,5.66,0,0.05,0.05,2.725,0.0025,3,0
0,0,0,1,0,0,0,2.61,0.2,0,0,2.61,0,3,0
0,0,0,0,0,0,0,0,2.08,0,0,1.181,0,3,0
0,0,0,1.31,0,0,0,2.63,0,0,0,2.151,0,3,0
0,0,0,0.22,0,0,0,1.76,0,0.023,0.047,8.76,0.001081,3,0
0,0,0,0.51,0,0,0,0.51,0,0,0.141,25.812,0,3,0
0,0,0,1.02,0,0,0,2.38,0,0,0,2.604,0,3,0
0,0,0,0,0,0,0,0,0,0,0,4.308,0,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.428,0,3,0
0,0,0,0,0,0,0,2.8,0,0,0,2.097,0,3,0
0,0,0,0,0,0,0,0,0,0,0,4.268,0,3,0
0,0,0,0,0,0,0,0,0,0.74,0,1.625,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.052,0,3,0
0,0,0,0,0,0,0,0,0,0,0,2.2,0,3,0
0,0,0,2,0,0,0,0.66,0,0,0,2.529,0,3,0
0,0,0,0,0,0,0,2.04,0,0,0,2.682,0,3,0
0,0,0,0,0,0,0,5.86,0,0.055,0.055,2.87,0.003025,3,0
0,0,0,0,0,0,0,0,0,0.26,0,2.2,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.727,0,3,0
0,0,0,0,0,0,0,2.38,0,0.374,0,2.85,0,3,0
0,0,0,0,0,0,0,0,0,0.213,0,1.75,0,3,0
0,0,0,1,0,0,0,0,0,0,0,1.733,0,3,0
0,0,0,0.86,0,0,0,0,0,0,0,1.592,0,3,0
0,0.17,0.08,0.25,0.08,0,0,1.89,0,0.051,0.038,1.838,0.001938,3,0
0,0,0,2.1,0,0,0,1.05,0,0,0,2.541,0,3,0
0,0,0,0.59,0,0,0,1.79,0,0,0,1.87,0,3,0
0,0,0,0.82,0,1.64,0,0.27,0,0.045,0,1.465,0,3,0
0,0,0,1.61,0,0,0,0.8,0,0.139,0,1.411,0,3,0
0,0,0,1.69,0,0,0,0,0,0.552,0,1.461,0,3,0
0,0,0,1.6,0,0,0,9.62,0,0,0,2.567,0,3,0
0,0,0,0,0,0,0,4.2,0,0.075,0.075,2.482,0.005625,3,0
0,0,0,1.76,0,0.35,0,1.06,0,0,0,2.108,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
0,0,0,0.68,0.68,0,0,0.68,0,0,0,1.1,0,3,0
0,0,0,0.59,0,0,0,0.59,0,0.107,0,2.741,0,3,0
0,0,0,1.67,0,0,0,0,0,0,0,1.392,0,3,0
0,0,0,0,0,0,0,0,0,0,0,2.375,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.125,0,3,0
0.16,0,0,0.66,0,0.16,0,3,0,0.02,0,2.604,0,3,0
0,0,0,0.33,0,0,0,1.99,0,0.051,0,1.786,0,3,0
0,0.08,0,0.08,0,0.08,0,0.08,0,0,0,1.833,0,3,0
0,0,0,0.5,0,0.1,0,0,0,0,0,1.133,0,3,0
0,0,0,0,0,0,0,0.85,0,0,0,1.228,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.25,0,3,0
0,0,0,0.92,0,0.23,0,0.23,0,0.026,0,2.222,0,3,0
0,0.16,0,1,0,0.25,0,2.68,0,0,0,2.432,0,3,0
0,0,0,0,0,0,0,1.62,0,0,0,3.039,0,3,0
0,0,0,3.03,0,0,0,0,0,0.5,0,1.538,0,3,0
0,0,0,0,0,0,0,16.66,0,0,0,3.714,0,3,0
0,0,0,0,0,0,0,3.84,0,0,0,3.631,0,3,0
0,0,0,0,0,0,0,3.84,0,0,0,3.631,0,3,0
0,0,0,0.89,0,0,0,0,0,0,0,1.583,0,3,0
0,0,0,2.17,0,0,0,0,0,0,0,1,0,3,0
0,0,0,0,0,0.23,0,0.46,0,0.09,0,2.43,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,4.333,0,3,0
0,0,0,0,0,0,0,0,0,1.458,0,1.066,0,3,0
0,0,0,0,0,0.08,0,0.16,0,0,0,4.858,0,3,0
0,0.09,0,0.29,0,0,0,0.58,0,0,0.026,3.704,0,3,0
0,0.55,0,0.73,0,0.55,0.09,3.48,0,0,0.1,2.188,0,3,0
0,0,0,0.15,0,0,0,0.78,0,0,0.015,2.725,0,3,0
0,0.24,0,0,0,0,0,0.49,0,0,0.163,9.876,0,3,0
0,0,0,0,0,0.29,0,0.59,0,0.078,0,3.153,0,3,0
0,0,0,1.84,0,0,0,1.84,0,0,0,4.153,0,3,0
0,0,0.45,1.12,0,0,0,2.03,0,0.072,0.072,3.242,0.005184,3,0
0.16,0,0,0.16,0.99,0,0,0,0,0.076,0.076,3.401,0.005776,3,0
0,0,0,0,0,0,0,0,0,0,0,1.75,0,3,0
0,0,0,0.71,0,0,0,2.13,0,0.026,0,2.941,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.25,0,3,0
0,0.79,0,0.79,0,0,0,0,0,0,0,1.309,0,1,0
0,0,0,0.73,0.07,0.81,0,0.95,0,0,0.01,1.588,0,1,0
0,0,0,0,0,0,0,1.05,0,0,0,3.571,0,1,0
0,0,0,0,0,0,0,1.72,0,0.294,0,3.714,0,1,0
0,0,0,0.26,0,0,0,0.78,0,0.041,0,1.517,0,1,0
0,0,0,0.91,0,0,0,0.3,0,0.044,0,2.222,0,1,0
0,0,0,0,0,0,0,0,2.43,0.285,0,2.136,0,1,0
0,0,0,1.07,0,0,0,0.92,0,0,0,2.891,0,1,0
0,0,0,0,0,0,0,0,1.69,0,0,3.315,0,1,0
0,0,0,0,0,0,0,1.29,0,0,0,1.857,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4.03,0,1,0
3.07,0,0,0,0,0,0,0,0,0.251,0,3.214,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0.6,0,0,0.6,0,0,1.607,0,1,0
0,0,0,3.57,0,0,0,3.57,0,0,0,1.545,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4.413,0,1,0
0,0.65,0,1.62,0,0,0,0.32,0,0,0,4.093,0,1,0
0,0,0,0,0,0,0,2.54,0,0.123,0,5.515,0,1,0
0,0,0,0,0,0,0,1.66,0,0,0,4.052,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.333,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.666,0,1,0
0,0,0,0.78,0.78,0,0,0.78,0,0,0.136,2.62,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0.47,0,0,0,2.315,0,1,0
0,0,0,0,0,0,0,3.7,0,0,0,2.526,0,1,0
0,0,0,4.76,0,0,0,0,0,0,0,1.23,0,1,0
0,0,0,0,0,0,0,5.71,0,0,0,1.25,0,1,0
0,0,0,0,0,0,0,2.22,0,0,0,3.578,0,1,0
0,0,0,3.66,0,0.82,0,1.37,0,0,0,1.263,0,1,0
0,0,0,3.92,0,0,0,1.96,0,0,0,2.318,0,1,0
0,0,0,0,0,0,0,11.11,0,0,0,1,0,1,0
0,0,0,0,0,0,0,4.34,0,1.798,0,2.615,0,1,0
0,0,0,0,0,0,0,8.69,0,0,0,5.357,0,1,0
0,0.26,0,3.39,0.08,0,0,2.68,0,0,0.023,2.658,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.333,0,1,0
0,0,0,1.39,0,0,0,2.79,0,0,0,1.268,0,1,0
0,0.82,0,0.82,0,0,0,0,0,0,0,1.394,0,1,0
0.31,0,0.31,0.31,0,0,0,0,0,0,0,3.547,0,1,0
0,0.43,0.14,1.43,0,0.93,0,4.3,0,0,0.028,2.394,0,1,0
0,0,0,0.72,0,0,0,1.45,0,0,0,1.48,0,1,0
0.32,0,0,0.65,0,0,0,0,0,0,0,5.633,0,1,0
0,0,0.9,0,0,0,0,1.81,0,0.225,0,1.807,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.25,0,1,0
0,0,0,0,0,0,0,0,0,0.432,0,2,0,1,0
0,0.2,0,0.3,0,0.05,0,0.3,0.2,0,0,1.997,0,1,0
0,0,0,0,0,0,0,3.63,0,0,0,4.536,0,1,0
0,0,0,0.74,0,0,0,4.47,0,0.102,0,2.121,0,1,0
0,0,0,1.83,0,0,0,1.83,0,0.116,0,1.619,0,1,0
0,0,0,1.71,0,0,0,1.71,0,0,0,1.947,0,1,0
0,0,0,0,0,0.22,0,0.67,0,0.063,0,3.133,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.4,0,1,0
0,0.29,0,0.8,0,0.08,0,1.9,0,0.044,0.051,1.664,0.002244,1,0
0,0,0,0,0,0.24,0,0.49,0,0.069,0,2.776,0,1,0
0,0,0,3.09,0,0.51,0,1.03,0,0,0,1.586,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.833,0,1,0
0,0,0.5,2,0,0,0,0,0,0.145,0,1.342,0,1,0
0,0,0,0.77,0,0,0,0,0,0.102,0,4.771,0,1,0
0,0,0,0,0,0,0,0,0,0.044,0,1.666,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.222,0,1,0
0,0,0.03,0.45,0.11,0.53,0,0,0.23,0.002,0,2.106,0,1,0
0,0,0,0.59,0,0,0,1.19,0,0,0,3.086,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,1.57,0,0,0,0,0.78,0.087,0,2.812,0,1,0
0,0,0,0.29,0,0.14,0,0.44,0.89,0,0,2.297,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.888,0,1,0
0,0,0,0,0,0,0,0,0,0.25,0,2.619,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.75,0,1,0
0,0,0,1.72,0,0,0,1.72,0,0,0,1.964,0,1,0
0,0,0,4.54,0,0,0,0,0,0,0,2,0,1,0
0,0,0,0.99,0.99,0,0,0.99,0,0.262,0,1.565,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.666,0,1,0
0,0,0,0,0,0,0,8.33,0,0,0,1.333,0,1,0
0,0,0,0.72,0,0,0,1.45,0,0,0,1.897,0,1,0
0,0,0,0.58,0,0,0,1.17,0,0,0,1.76,0,1,0
0,0,0,0,0,0,0,1.47,0,0,0,2.171,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.56,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.222,0,1,0
0,0,0,0,0,0,0,2.09,0,0.309,0,3.973,0,1,0
0,0,0,0,0,0,0,2,0,0.104,0,2.152,0,1,0
0,0,0,1.29,0,0,0,2.59,0,0,0,1.35,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.33,0,0,0,0,0,0,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.4,0,0,0,13.93,0,0,0,6.113,0,1,0
0,0,0,0,0,0,0,4.02,0,0,0,2.319,0,1,0
0,0,0,0.75,0,0,0,0,0,0,0,1.433,0,1,0
0,0,0,0.28,0,0,0,0.28,0,0.103,0,1.411,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.6,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.285,0,1,0
0,0,0,0,0,0,0,3.96,0.99,0.239,0,2.688,0,1,0
0,0,0,0.27,0,0.27,0,0.27,0,0,0,2.521,0,1,0
0,0,0,0,0,0,0,12.5,0,1.123,0,2.6,0,1,0
0,0,0,0.96,0,0,0,2.88,0,0.138,0,1.986,0,1,0
0,0,0,3.33,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,2.32,0,0,0,11.687,0,1,0
0,0,0,0.21,0,0,0,0.43,0,0,0,3.372,0,1,0
0,0,0,0,0.93,0,0,0,0,0,0,1.771,0,1,0
0,0,0,0,0,0,0,0.42,0,0,0.124,1.772,0,1,0
0,0.11,0,0,0,0.11,0,3.45,0,0,0.078,2.351,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.913,0,1,0
0,0,0,0,0,0,0,5.57,0,0,0,3.153,0,1,0
0,0.15,0.15,2.76,0,0,0,0.46,0,0,0,2.677,0,1,0
0,0,0,0,0,0,0,7.6,0,0,0,2.421,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.142,0,1,0
0,0,0,2.4,0,0,0,0,0,0,0,2.2,0,1,0
0,0,0,0,0,0,0,1.17,0,0.203,0,2.541,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.25,0,1,0
0,0,0,0,1.85,0,0,0,0,0,0,2.916,0,1,0
0,0,0,0.32,0,0,0,0,0,0,0,2.59,0,1,0
0,0,0,0,0,0,0,0,0,2.272,0,1.75,0,1,0
0,0.13,0,1.1,0,1.24,0,3.17,0,0,0,2.064,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.95,0,1,0
0,0,0,1.44,0,0.48,0,0.96,0,0,0.058,1.755,0,1,0
0,0,0,0,0,0,0,0,0,0.286,0,2.434,0,1,0
0,0,0,3.79,0,0,0,3.79,0,0.147,0,1.962,0,1,0
0,0,0,0.42,0,0,0,0,0,0,0,2.161,0,1,0
0,0,0,0,0,0,0,0,0,0.277,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.041,0,1,0
0,0.31,0,0.62,0,0,0,0,1.24,0,0,3.086,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,1.38,0,0,2.77,0,0,0,2.333,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.416,0,1,0
0,0.39,0,1.27,0,0.49,0,2.74,0,0,0.026,2.247,0,1,0
0,0.22,0,0.44,0,0,0,0.44,0.44,0.033,0.033,2.28,0.001089,1,0
0,0,0,0,0,0,0,0,0,0,0,2.75,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0.09,0.59,0.09,0.39,0,1.57,0,0.068,0,2.059,0,1,0
0,0,0,0,0,0,0,0,0,0.055,0,1.685,0,1,0
0,0,0,0.45,0,0,0,0.45,0,0.486,0,3.782,0,1,0
0,0,0,0.76,0,0,0,0,0,0,0,1.411,0,1,0
0.22,0,1.1,0.44,0,0,0,0,0,0.073,0.146,2.574,0.010658,1,0
0,0,0,0,0,0,0,0,0,0,0,1.227,0,1,0
0,0.18,0,0.55,0,0,0,0,1.48,0.029,0.029,3.455,0.000841,1,0
0,0.4,0,0.34,0,0,0,0.52,0,0.053,0.03,2.548,0.00159,1,0
0,0,0,0.93,0,0,0,3.73,0,0,0,1.533,0,1,0
0,0,0,1.02,0,0,0,3.06,0,0,0,1.718,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.478,0,1,0
0,0,0,0.85,0,0,0,0,0,0.331,0,1.842,0,1,0
0,0,0,3.57,0,1.78,0,1.78,0,0,0,1.72,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.368,0,1,0
0,0,0,0.19,0,0,0,0.19,0,0,0,2.217,0,1,0
0,0,0,0,0,0,0,8.33,0,0,0,3.333,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.166,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.95,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.478,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0
0,0,0,0,0,0,0,0.55,0,0,0.052,6.894,0,1,0
0,0,0,0,0,0,0,3.51,0,0,0,3.552,0,1,0
0,0,2,2,0,0,0,0,0,0,0,5.888,0,1,0
0,0,0,0.79,0,0,0,0.79,0,0.149,0,1.482,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.375,0,1,0
0,0,0,0.33,0.33,0,0,0.99,0,0,0,2.016,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.24,0,0,0,1.72,0,0,0.117,1.89,0,1,0
0,0,0,0.73,0,0,0,8.08,0,0,0,2.666,0,1,0
0,0,0,0,0,0,0,1.56,0,0,0,1.945,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,0.37,0,0,0,0.61,0,0,0.034,3.237,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.651,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0
0,0,0,0,0,0,0,2.87,0,0,0.048,2.23,0,1,0
0,0.16,0,0,0,0,0,0.81,0.32,0,0,4.438,0,1,0
0,0.07,0.03,0.77,0,0.03,0,0,0.22,0.004,0,2.393,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0
0,0.08,0,0.27,0,0.08,0,0,0.27,0.014,0,2.35,0,1,0
0,0,0,0,0,0,0,1.12,1.49,0,0,3.628,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,1.03,0,0,0,1.03,0,0,0,1.666,0,1,0
0,0,0,0.46,0,0.37,0,1.86,0,0,0,1.983,0,1,0
0,0,0,2.46,0,0,0,2.46,0,0.279,0,1.736,0,1,0
0,0,0,0.57,0,0,0,0.57,0,0,0,1.136,0,1,0
0,0,0,0,0,0,0,0,3.26,0,0,3.066,0,1,0
0,0,0,4.16,0,0,0,0,0,0.709,0,2.09,0,1,0
0,0,0,2.22,0,0,0,0,0,0,0,2.595,0,1,0
0,0,0.48,0,0.48,0.48,0,0,0,0.305,0.381,1.884,0.116205,1,0
0,0,0.48,0,0.48,0.48,0,0,0,0.305,0.381,1.884,0.116205,1,0
1.78,0,0,0,1.78,0,0,0,0,0,0,7,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0.31,0.31,0,0,0,3.34,0,0.174,0,4.026,0,1,0
0,0,0,0.43,0,0,0,0.86,0,0.146,0,1.341,0,1,0
0,0.12,0.25,0.37,0,0.12,0,2.51,0,0.05,0,2.414,0,1,0
0,0,0,0.61,0,0,0,5.52,0,0,0,3.682,0,1,0
0,0,0,1.29,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.33,0,0,0,4.98,0,0.306,0,5.525,0,1,0
0,0,0,2.14,0,0,0,0.26,0,0,0,2.36,0,1,0
0,0,0,0,0,1.48,0,2.96,0,0,0.105,2.555,0,1,0
0,0.09,0.09,1.04,0,0,0,0.04,0,0,0,2.667,0,1,0
0,0,0,7.69,0,0,0,0,0,0,0,2.666,0,1,0
0,0,0,1.65,0,0.82,0,0,0,0,0,2.06,0,1,0
0,0,0,0.37,0,0,0,0,0,0,0,1.428,0,1,0
0,0,0,0,0,0,0,0,0,0.089,0,2.204,0,1,0
0,0,0,0.12,0,0,0,0,0,0.193,0,1.181,0,1,0
0,0,0,0.1,0,0,0,0.4,0,0,0,2.037,0,1,0
0,0,0,4.16,0,0,0,0,0,0,0,1.578,0,1,0
0,0,0,0.25,0,0,0,0,0,0,0,1.196,0,1,0
0,0,0,0,0,0,0,0.67,0,0,0.087,4.23,0,1,0
0,0,0,0,0,0,0,0,0,0,0.095,1.688,0,1,0
0,0,0,0,0,0,0,9.09,0,0,0,3.157,0,1,0
0,0,0,2.22,0,0,0,0,0,0,0,2.425,0,1,0
0,0,0,0.37,0,0,0,0.62,0,0,0.034,3.302,0,1,0
0,0,0,0.24,0.08,0,0,0.49,0,0,0.033,2.816,0,1,0
0,0,0,1.2,0,0,0,0,0,0,0,1.533,0,1,0
0,0,0,0.31,0.06,0,0,0.63,0,0,0.017,2.829,0,1,0
0.49,0.99,0,0.49,0,0,0,3.48,0,0,0,5.61,0,1,0
0.49,0.99,0,0.49,0,0,0,3.48,0,0,0,5.61,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0
0,0,0,0,0,0,0,0,0.31,0,0,1.409,0,1,0
0,0,0,1.11,0,0,0,1.11,0,0,0,1.8,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.148,0,1,0
0,0,0,0,1.38,0,0,0,0,2.378,0,3.315,0,1,0
0,0,0,4.76,0,0,0,0,0,0.442,0,2.125,0,1,0
0,0,0,1.47,0,0,0,0,0,0,0,1.827,0,1,0
0,0,0.08,0.87,0,0.78,0,3.05,0,0,0.022,2.432,0,1,0
0,0,0,3.7,0,0,0,0,0,0.371,0,2.25,0,1,0
0,0,0,0,0,0,0,1.75,1.75,0.107,0,2.454,0,1,0
0,0.03,0,0.25,0.03,0.05,0,0,0.09,0.002,0.005,2.143,0.00001,1,0
0,0,0,0,0,0,0,0,0,1.086,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.909,0,1,0
0,0,0,0.73,0,0,0,0,0,0,0,1.379,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.769,0,1,0
0,0,0,2.63,0,0,0,1.31,0,0,0,1.266,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.475,0,1,0
0,0,0,0.88,0,0,0,1.76,0,0,0,1.955,0,1,0
0,0,0,5.26,0,0,0,0,0,0.955,0,1.5,0,1,0
0,0,0,0.47,0,0,0,0.47,0,0,0,1.766,0,1,0
0,0,0,0,0,0,0,0,0,0.558,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.8,0,1,0
0,0,0,1.8,0,0,0,0,0,0,0,1.631,0,1,0
0,0,0,0,0,0,0,2.77,0,0.355,0,2.666,0,1,0
0,0,0,0.48,0,0.48,0,0.96,0,0,0,1.375,0,1,0
0,0,0.11,0.44,0,0,0,0.11,0,0,0,2.068,0,1,0
0,0,0,2.16,0,0,0,0.27,0,0,0,2.319,0,1,0
0,0,0,1.48,0,0,0,2.22,0,0,0,4.228,0,1,0
0,0,0,0.18,0,0,0,0.18,0,0,0,2.141,0,1,0
0,0,0,0,0,0,0,0,0,0.787,0,1.875,0,1,0
0,0,0,3.63,0,0,0,0,0,0,0,1.652,0,1,0
0,0,0,4.16,0,0,0,0,0,0.689,0,1.3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.863,0,1,0
0,0,0,0,0,0,0.77,0,0.77,0.196,0,3.16,0,1,0
0,0,0,4.61,0,0,0,0,0,0,0,1.529,0,1,0
0,0.29,0.29,0.88,0,0,0,0.29,0,0.113,0.265,2.285,0.029945,1,0
0,0,0,3.44,0,0,0,0,0,0,0,2.062,0,1,0
0,0,0,0,0,0,0,14.28,0,0,0,2.777,0,1,0
0,0,0.61,0.61,0,0,0,1.85,0,0,0,1.24,0,1,0
0,0,0.26,0,0,0,0,0.26,2.4,0,0.036,1.632,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.567,0,1,0
0,0,0,0,0,0,0,3.29,0,0,0,2.304,0,1,0
0,0,0,0,0,0,0,0,0,0.386,0,1.6,0,1,0
0,0,0,0,0,0,0,3.41,0,0.078,0,2.552,0,1,0
0,0.08,0,0.43,0,0,0,3.54,0,0,0.011,2.45,0,1,0
0,0,0,0,0,0,0,2.25,0,0,0,2.032,0,1,0
0,0,0,0,0,0,0,0,0,0.473,0,2.454,0,1,0
0,0,0,0,0,0,0,0,1.01,0.376,0,2.31,0,1,0
0,0,0,1.06,0,0,0,0,0,0.186,0,1.25,0,1,0
0,0,0.54,0.54,0,0,0,1.09,0,0,0,1.969,0,1,0
0,0,0,1.09,0,0,0,0,0,0,0,2.409,0,1,0
0,0,0,0,0,0,0,0,0,0.68,0,2.9,0,1,0
0,0.56,0,0,0,0,0,0,0.56,0.181,0,4.5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0
0,0,0,0,0,0,0,0,0,0.366,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0.114,0,1.8,0,1,0
0,0,0,0.39,0,0,0,3.14,0,0.129,0,2.895,0,1,0
0,0,0.05,0.48,0.21,0.1,0.05,2.05,0,0.062,0.046,2.007,0.002852,1,0
0,0,0,0.19,0.19,0.12,0.06,2.26,0,0.064,0.055,2.024,0.00352,1,0
0,0,0,0,0,0,0,1.94,0,0,0,3.178,0,1,0
0,0,0,0.34,0,0,0,0,0,0,0,1.085,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.888,0,1,0
0,0,0,1.49,0,0,0,2.23,0,0,0,4,0,1,0
0,0,0,0,0,0,0,20,0,0,0,5.2,0,1,0
0,0,0,2.88,0,0,0,0.96,0,0,0,2.307,0,1,0
0,0,0,0,0,0,0,1.35,0,0,0,2.236,0,1,0
0,0,0,0.36,0.36,0,0,0.36,0,0.055,0,3.176,0,1,0
0,0,0,0,0,0,0,0,0,0.37,0,2.277,0,1,0
0,0,0,1.45,0,0,0,0,0,0,0,1.407,0,1,0
0,0,0,0,0,0,0,4.13,0,0.24,0,4.666,0,1,0
0,0,0,0.34,0,0,0,0.34,0,0,0,2.35,0,1,0
0,0,0,0,0,0,0,0,0,0.24,0,2.833,0,1,0
0,0,0,0,0,0,0,1.78,0,0,0,1.5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.472,0,1,0
0,0,0,0.76,0,0,0,5.34,0,0,0,4.242,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0
0,0,0,0,0,0,0,0,0,0.166,0,2.185,0,1,0
0.46,0,0,0.46,0,0,0,0.46,0,0.163,0,2.343,0,1,0
0,0,0,1.09,0,0,0,0,0,0,0,1,0,1,0
0,0,0,1.34,0,0.63,0,3.03,0,0,0,2.25,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0
0,0,0,0.99,0,0,0,2.97,0,0,0,1.736,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,1.07,0,0,0,1.61,0,0.091,0,2.225,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4.393,0,1,0
0,0,0,0.58,0,0,0,1.76,0,0.103,0,2,0,1,0
0,0,0,0.31,0,0,0,1.88,0,0.096,0,2.368,0,1,0
0,0,0,0.36,0,0,0,0.6,0,0,0.033,4.134,0,1,0
0,0.05,0,0.27,0,0.38,0,0.49,0,0,0.014,3.715,0,1,0
0,0,0,1.07,0,0,0,0,0,0.216,0,2.166,0,1,0
0,0,0,0,0,0,0,0.75,0,0.061,0,1.903,0,1,0
0,0,0,0,0,0,0,2.2,0,0,0,2.351,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.125,0,1,0
0,0,0,0,0,0,0,0,0,0.203,0,2.222,0,1,0
0,0,0,0,0,0,0,8.69,0,0,0,2.125,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,0,0.57,0,0,0,0,0,0,3.583,0,1,0
0,0,0,0.24,0,0,0,0.24,0,0,0,3.574,0,1,0
0,0,0,3.22,0,0,0,0,0,0.564,0,1.818,0,1,0
0,0,0,0,0,0,0,0,0,0.097,0,2.3,0,1,0
0,0,0,0.68,0,0.68,0,0,0,0,0,1.41,0,1,0
0,0,0,0,0,0,0,0,0,0.389,0,1.26,0,1,0
0,0,0,0,0,0,0,0,0,0.231,0,1.761,0,1,0
0,0,0,1.58,0,0,0,0,0,0,0,1.09,0,1,0
0,0,0,1.04,0,0,0,0,0,0,0,1.071,0,1,0
