Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YrSold,SalePrice
581,14585,6,6,1960,1987,Y,1429,0,1429,1,0,3,1,7,2,2,572,2007,181900
582,12704,8,5,2008,2009,Y,2042,0,2042,2,1,3,1,8,1,3,1390,2009,253293
583,11841,6,5,1990,1990,Y,816,0,816,1,0,3,1,5,0,0,0,2007,118500
584,13500,10,9,1893,2000,Y,1521,1254,2775,3,1,3,1,9,1,2,880,2008,325000
585,6120,4,7,1935,1995,Y,989,584,1573,1,0,3,1,6,0,1,240,2009,133000
586,11443,8,5,2005,2006,Y,2028,0,2028,2,0,2,1,7,2,3,880,2006,369900
587,10267,6,7,1918,2000,Y,838,0,838,1,0,2,1,5,0,1,275,2008,130000
588,8740,5,6,1982,1982,Y,860,0,860,1,0,2,1,4,0,2,528,2009,137000
589,25095,5,8,1968,2003,Y,1473,0,1473,1,0,1,1,5,2,1,452,2009,143000
590,9100,5,6,1930,1960,Y,779,0,935,1,0,2,1,4,0,1,308,2008,79500
591,8320,7,5,2004,2004,Y,770,812,1582,2,1,3,1,6,0,2,520,2008,185900
592,13478,10,5,2008,2008,Y,1728,568,2296,2,1,3,1,10,1,3,842,2009,451950
593,6600,5,8,1982,2003,Y,816,0,816,1,0,2,1,4,0,2,816,2008,138000
594,4435,6,5,2003,2003,Y,848,0,848,1,0,1,1,4,0,2,420,2009,140000
595,7990,5,6,1975,1975,Y,924,0,924,1,0,3,1,5,0,1,280,2008,110000
596,11302,8,5,2005,2006,Y,1826,0,1826,2,0,3,1,7,1,3,758,2006,319000
597,3600,6,7,1910,1993,N,684,684,1368,1,0,3,1,7,0,1,216,2006,114504
598,3922,7,5,2006,2007,Y,1402,0,1402,0,2,2,1,7,1,3,648,2007,194201
599,12984,5,6,1977,1977,Y,1647,0,1647,2,0,3,1,7,1,2,621,2006,217500
600,1950,6,6,1980,1980,Y,716,840,1556,2,1,3,1,6,1,2,452,2008,151000
601,10927,8,5,2005,2005,Y,1058,846,1904,2,1,3,1,8,1,2,736,2006,275000
602,9000,6,6,1937,1950,Y,780,595,1375,1,1,3,1,6,1,1,544,2007,141000
603,10041,8,5,1992,1992,Y,927,988,1915,2,1,3,1,8,1,2,506,2006,220000
604,3182,7,5,2004,2005,Y,600,600,1200,2,1,2,1,4,0,2,480,2010,151000
605,12803,7,5,2002,2002,Y,1494,0,1494,2,0,3,1,6,1,2,530,2008,221000
606,13600,7,6,1965,1990,Y,1186,800,1986,2,1,3,1,7,3,2,486,2009,205000
607,12464,5,5,1996,1996,Y,1040,0,1040,1,0,3,1,6,0,2,576,2009,152000
608,7800,5,8,1948,2002,Y,1112,896,2008,3,0,3,1,8,0,1,230,2006,225000
609,12168,8,6,1934,1998,Y,1940,1254,3194,2,1,4,1,10,2,2,380,2007,359100
610,7943,4,5,1961,1961,Y,1029,0,1029,1,0,3,1,5,0,1,261,2007,118500
611,11050,9,5,2000,2000,Y,1476,677,2153,2,1,3,1,8,2,3,736,2009,313000
612,10395,6,6,1978,1978,Y,1032,0,1032,2,0,3,1,6,1,2,564,2007,148000
613,11885,8,5,2001,2001,Y,1299,573,1872,2,1,3,1,7,1,2,531,2009,261500
614,8402,5,5,2007,2007,Y,1120,0,1120,1,0,3,1,6,0,0,0,2007,147000
615,1491,4,6,1972,1972,Y,630,0,630,1,0,1,1,3,0,0,0,2010,75500
616,8800,6,7,1963,1963,Y,1054,0,1054,1,0,3,1,6,0,2,480,2010,137500
617,7861,6,5,2002,2003,Y,807,702,1509,2,1,3,1,7,1,2,393,2006,183200
618,7227,6,6,1954,1954,Y,832,0,832,1,0,2,1,4,0,2,528,2008,105500
619,11694,9,5,2007,2007,Y,1828,0,1828,2,0,3,1,9,1,3,774,2007,314813
620,12244,8,5,2003,2003,Y,1482,780,2262,2,1,4,1,10,2,3,749,2008,305000
621,8248,3,3,1914,1950,N,864,0,864,1,0,2,1,5,0,0,0,2008,67000
622,10800,6,7,1974,1997,Y,1548,1066,2614,2,1,4,1,9,1,2,624,2008,240000
623,7064,5,6,1977,1977,Y,980,0,980,1,0,3,1,6,0,2,484,2009,135000
624,2117,6,5,2000,2000,Y,756,756,1512,2,1,2,1,4,1,2,440,2007,168500
625,10400,6,5,1972,1972,Y,1012,778,1790,1,2,4,1,8,1,2,484,2006,165150
626,10000,6,6,1962,1962,Y,1116,0,1116,1,1,3,1,5,0,2,440,2010,160000
627,12342,5,5,1960,1978,Y,1422,0,1422,1,0,3,1,6,1,1,286,2007,139900
628,9600,6,6,1955,1972,Y,1520,0,1520,1,0,3,1,7,2,1,364,2010,153000
629,11606,5,5,1969,1969,Y,1040,1040,2080,1,2,5,1,9,2,2,504,2007,135000
630,9020,6,5,1964,1964,Y,1350,0,1350,1,1,3,1,6,0,2,520,2008,168500
631,9000,5,6,1880,1991,Y,1089,661,1750,1,0,3,1,8,0,1,240,2006,124000
632,4590,8,5,2006,2006,Y,1554,0,1554,2,0,2,1,6,1,2,627,2007,209500
633,11900,7,5,1977,1977,Y,1411,0,1411,2,0,3,1,6,1,2,544,2009,82500
634,9250,5,7,1954,2005,Y,1056,0,1056,1,0,3,1,6,0,1,260,2007,139400
635,6979,6,5,1980,1980,Y,1056,0,1056,0,0,0,2,4,0,2,576,2010,144000
636,10896,6,7,1914,1995,Y,1440,1440,3395,2,0,8,2,14,0,0,0,2007,200000
637,6120,2,3,1936,1950,N,800,0,800,1,0,1,1,4,1,0,0,2009,60000
638,6000,5,4,1954,1954,Y,811,576,1387,2,0,3,2,7,0,1,256,2009,93000
639,8777,5,7,1910,1950,Y,796,0,796,1,0,2,1,4,0,0,0,2008,85000
640,3982,8,5,2006,2006,Y,1567,0,1567,2,0,1,1,7,1,3,648,2006,264561
641,12677,8,5,2003,2004,Y,1518,0,1518,1,1,1,1,6,1,2,588,2008,274000
642,7050,7,5,2001,2001,Y,1057,872,1929,2,1,3,1,7,1,2,650,2007,226000
643,13860,8,7,1972,1995,Y,2000,704,2704,2,1,4,1,9,3,2,538,2009,345000
644,10793,5,5,1969,1969,Y,780,840,1620,2,1,4,1,7,0,2,462,2007,152000
645,9187,9,5,2009,2009,Y,1766,0,1766,2,1,2,1,7,1,3,478,2009,370878
646,10530,6,5,1971,1971,Y,981,0,981,1,1,3,1,5,0,2,576,2007,143250
647,7200,5,5,1950,1950,Y,1048,0,1048,1,0,3,1,7,0,2,420,2008,98300
648,10452,6,5,1953,1953,Y,1094,0,1094,1,0,3,1,5,2,2,495,2008,155000
649,7700,6,5,1966,1966,Y,1051,788,1839,1,1,4,1,7,1,2,442,2010,155000
650,1936,4,6,1970,1970,Y,630,0,630,1,0,1,1,3,0,0,0,2007,84500
651,8125,7,6,2007,2007,Y,822,843,1665,2,1,3,1,7,0,2,562,2008,205950
652,9084,4,5,1940,1950,Y,755,755,1510,1,0,4,1,7,1,1,296,2009,108000
653,8750,7,5,1996,1996,Y,909,807,1716,2,1,2,1,7,1,2,512,2009,191000
654,10320,6,7,1906,1995,Y,756,713,1469,1,0,3,1,7,0,1,216,2008,135000
655,10437,8,6,1995,1995,Y,2113,0,2113,2,1,2,1,7,1,3,839,2008,350000
656,1680,6,5,1971,1971,Y,525,567,1092,1,1,3,1,6,0,1,264,2010,88000
657,10007,5,7,1959,2006,Y,1053,0,1053,1,1,3,1,5,0,1,312,2008,145500
658,7200,7,6,1931,2000,Y,851,651,1502,1,1,3,1,6,1,1,270,2008,149000
659,17503,6,5,1948,1950,Y,912,546,1458,1,0,3,1,6,1,1,330,2010,97500
660,9937,5,7,1964,1999,Y,1486,0,1486,1,0,3,1,7,0,2,480,2009,167000
661,12384,7,7,1976,1976,Y,1142,793,1935,2,1,3,1,7,1,2,550,2007,197900
662,46589,8,7,1994,2005,Y,1686,762,2448,2,1,4,1,8,1,3,711,2009,402000
663,13560,6,3,1968,1968,Y,1392,0,1392,1,0,2,1,5,2,2,576,2009,110000
664,10012,4,5,1972,1972,Y,1181,0,1181,2,0,3,1,6,0,2,588,2008,137500
665,20896,8,5,2005,2006,Y,2097,0,2097,1,1,1,1,8,1,3,1134,2006,423000
666,11194,8,5,2000,2000,Y,1454,482,1936,2,1,3,1,7,1,2,504,2006,230500
667,18450,6,5,1965,1979,Y,1465,915,2380,2,1,3,1,7,1,2,596,2007,129000
668,8125,6,5,1994,1998,Y,1679,0,1679,2,0,3,1,7,1,2,575,2008,193500
669,14175,5,6,1956,1987,Y,1437,0,1437,1,1,3,1,6,1,2,576,2006,168000
670,11600,4,5,1922,1950,Y,1180,0,1180,1,0,2,1,5,1,1,252,2006,137500
671,8633,6,5,2005,2005,Y,738,738,1476,2,1,3,1,7,0,2,540,2009,173500
672,6629,6,6,1925,1950,N,697,672,1369,2,0,3,1,6,0,1,300,2009,103600
673,11250,6,6,1977,1977,Y,1208,0,1208,1,1,3,1,6,1,2,546,2006,165000
674,14442,6,7,1957,2004,Y,1839,0,1839,2,0,3,1,7,2,2,416,2007,257500
675,9200,6,6,1965,1965,Y,1136,0,1136,1,0,3,1,5,1,1,384,2008,140000
676,2289,6,6,1978,1978,Y,855,586,1441,2,1,3,1,7,1,2,440,2009,148500
677,9600,4,2,1900,1950,N,1095,679,1774,2,0,4,2,8,0,3,779,2006,87000
678,9022,5,8,1924,2006,Y,792,0,792,1,0,2,1,5,0,1,240,2009,109500
679,11844,8,5,2008,2008,Y,2046,0,2046,2,1,3,1,7,1,3,834,2009,372500
680,9945,5,5,1961,1961,Y,988,0,988,1,0,3,1,5,0,2,572,2007,128500
681,8012,6,5,1980,1980,Y,923,0,923,2,0,2,1,5,1,1,264,2010,143000
682,4500,5,5,1932,2000,Y,848,672,1520,1,0,3,1,6,0,1,281,2009,159434
683,2887,6,5,1996,1997,Y,1291,0,1291,1,0,2,1,6,1,2,431,2008,173000
684,11248,9,5,2002,2002,Y,1668,0,1668,2,0,3,1,7,1,3,702,2007,285000
685,16770,7,5,1998,1998,Y,1195,644,1839,2,1,4,1,7,0,2,486,2010,221000
686,5062,7,5,1984,1984,Y,1190,900,2090,2,0,3,1,6,1,2,577,2007,207500
687,10207,7,6,2007,2007,Y,874,887,1761,3,0,3,1,7,0,2,578,2007,227875
688,5105,7,5,2004,2004,Y,551,551,1102,2,1,2,1,4,0,2,480,2007,148800
689,8089,8,6,2007,2007,Y,1419,0,1419,2,0,2,1,7,1,2,567,2007,392000
690,7577,6,5,2005,2006,Y,1362,0,1362,2,0,2,1,6,1,2,460,2007,194700
691,4426,6,5,2004,2004,Y,848,0,848,1,0,1,1,3,1,2,420,2008,141000
692,21535,10,6,1994,1995,Y,2444,1872,4316,3,1,4,1,10,2,3,832,2007,755000
693,26178,7,5,1989,1990,Y,1238,1281,2519,2,1,4,1,9,2,2,628,2006,335000
694,5400,5,6,1921,1968,Y,1073,0,1073,1,0,2,1,4,0,1,326,2006,108480
695,6120,5,6,1936,1950,Y,1067,472,1539,1,1,3,1,5,0,2,576,2009,141500
696,13811,6,6,1987,1987,Y,1137,0,1137,2,0,2,1,5,1,2,551,2006,176000
697,6000,5,7,1921,1950,Y,616,0,616,1,0,2,1,4,0,1,205,2006,89000
698,6420,5,7,1952,1952,Y,1148,0,1148,1,0,2,1,6,0,1,308,2006,123500
699,8450,5,8,1965,2009,Y,894,0,894,1,0,3,1,5,1,1,336,2010,138500
700,4282,7,5,2004,2004,Y,1391,0,1391,2,0,2,1,5,0,2,530,2008,196000
701,14331,8,5,2002,2002,Y,1800,0,1800,2,0,3,1,7,1,3,765,2006,312500
702,9600,7,5,1969,1969,Y,1164,0,1164,1,1,3,1,6,0,2,528,2006,140000
703,12438,8,5,2006,2006,Y,1264,1312,2576,2,1,4,1,10,1,3,666,2006,361919
704,7630,5,9,1900,1996,Y,1032,780,1812,2,0,4,2,8,1,2,672,2010,140000
705,8400,7,5,2004,2005,Y,1484,0,1484,2,0,3,1,7,0,2,606,2010,213000
706,5600,4,5,1930,1950,N,372,720,1092,2,0,3,2,7,0,0,0,2010,55000
707,115149,7,5,1971,2002,Y,1824,0,1824,2,0,2,1,5,2,2,739,2007,302000
708,6240,8,5,2006,2006,Y,1324,0,1324,2,0,2,1,6,1,2,550,2009,254000
709,9018,7,5,2007,2007,Y,728,728,1456,2,1,3,1,8,1,2,400,2007,179540
710,7162,5,7,1966,1966,Y,904,0,904,1,0,3,1,6,0,1,408,2008,109900
711,4130,3,6,1935,2003,Y,729,0,729,1,0,2,1,5,0,0,0,2008,52000
712,8712,4,7,1900,1950,Y,859,319,1178,1,0,2,1,7,0,1,384,2010,102776
713,4671,8,5,1988,1989,Y,1228,0,1228,2,0,2,1,5,1,2,472,2008,189000
714,9873,4,5,1970,1970,N,960,0,960,1,0,3,1,6,0,2,576,2006,129000
715,13517,6,8,1976,2005,Y,725,754,1479,2,1,3,1,6,0,2,475,2010,130500
716,10140,6,5,1974,1974,Y,1350,0,1350,2,0,3,1,7,1,2,478,2009,165000
717,10800,7,8,1890,1998,Y,1576,978,2554,1,1,3,1,8,0,2,704,2007,159500
718,10000,5,6,1973,2000,Y,1178,0,1178,1,1,3,1,5,1,2,439,2008,157000
719,10542,7,5,1993,1994,Y,1325,1093,2418,2,1,3,1,9,1,3,983,2008,341000
720,9920,5,6,1969,1969,Y,971,0,971,1,1,3,1,5,1,1,300,2006,128500
721,6563,8,5,1985,1985,Y,1742,0,1742,2,0,2,1,5,1,2,564,2006,275000
722,4426,6,5,2004,2004,Y,848,0,848,1,0,1,1,3,0,2,420,2010,143000
723,8120,4,7,1970,1970,Y,864,0,864,1,0,3,1,5,0,2,463,2009,124500
724,8172,4,6,1954,1972,Y,997,473,1470,2,0,4,1,7,0,1,548,2008,135000
725,13286,9,5,2007,2008,Y,1698,0,1698,2,0,3,1,8,1,3,768,2009,320000
726,6960,4,6,1970,1970,Y,864,0,864,1,0,3,1,5,0,2,660,2009,120500
727,21695,6,9,1988,2007,Y,1680,0,1680,2,0,3,1,5,1,2,540,2009,222000
728,7314,7,5,2007,2007,Y,1232,0,1232,2,0,2,1,6,0,2,632,2009,194500
729,11475,5,5,1958,1958,Y,1776,0,1776,2,0,4,2,9,0,3,888,2009,110000
730,6240,4,5,1925,1950,Y,848,0,1208,1,0,2,1,5,0,2,539,2009,103000
731,5389,8,5,1995,1996,Y,1616,0,1616,2,0,2,1,5,1,2,608,2010,236500
732,9590,7,5,2003,2003,Y,1146,0,1146,2,0,3,1,6,1,2,438,2007,187500
733,11404,7,5,1998,1999,Y,1153,878,2031,2,1,3,1,8,1,2,541,2008,222500
734,10000,5,6,1961,1983,Y,1144,0,1144,1,0,3,1,6,1,1,264,2009,131400
735,8978,5,5,1968,1968,Y,948,0,948,1,0,3,1,6,0,1,300,2007,108000
736,10800,7,7,1914,1970,N,880,888,1768,1,1,2,1,6,2,2,320,2006,163000
737,8544,3,4,1950,1950,N,1040,0,1040,2,0,2,2,6,0,2,400,2006,93500
738,10463,8,5,2005,2005,Y,901,900,1801,2,1,3,1,8,1,3,800,2006,239900
739,10800,5,5,1987,1988,Y,1200,0,1200,3,0,3,1,5,0,0,0,2009,179000
740,9313,7,5,2004,2004,Y,864,864,1728,2,1,3,1,7,0,2,572,2009,190000
741,9600,5,7,1910,2002,Y,768,664,1432,2,0,2,1,7,0,2,360,2007,132000
742,6768,6,8,1961,1996,Y,912,0,912,1,0,3,1,5,0,1,288,2008,142000
743,8450,7,5,2000,2001,Y,1349,0,1349,2,0,3,1,6,0,2,539,2007,179000
744,12886,5,6,1963,1999,Y,1464,0,1464,2,0,3,1,6,1,2,480,2009,175000
745,5395,8,5,1993,1993,Y,1337,0,1337,2,0,2,1,5,1,2,462,2008,180000
746,8963,8,9,1976,1996,Y,1175,1540,2715,3,1,4,1,11,2,2,831,2008,299800
747,8795,7,5,2000,2000,Y,980,1276,2256,2,1,4,1,8,1,2,554,2009,236000
748,11700,7,7,1880,2003,N,1320,1320,2640,1,1,4,1,8,1,4,864,2009,265979
749,10593,7,5,1996,1996,Y,1720,0,1720,2,0,3,1,7,1,2,527,2010,260400
750,8405,4,3,1945,1950,N,1088,441,1529,2,0,4,1,9,0,1,240,2009,98000
751,8800,4,7,1910,2004,Y,792,348,1140,1,0,3,1,7,0,0,0,2010,96500
752,7750,7,5,2003,2003,Y,660,660,1320,2,1,3,1,6,0,2,400,2007,162000
753,9236,6,5,1997,1997,Y,1494,0,1494,2,0,3,1,6,0,2,576,2006,217000
754,10240,8,5,2005,2005,Y,1038,1060,2098,2,1,3,1,8,1,3,878,2006,275500
755,7930,6,8,1969,2005,Y,1026,0,1026,1,0,3,1,5,0,2,440,2009,156000
756,3230,6,5,1999,1999,Y,742,729,1471,2,1,3,1,6,0,2,440,2009,172500
757,10769,8,5,2007,2007,Y,866,902,1768,2,1,3,1,7,0,2,578,2009,212000
758,11616,6,5,1978,1978,Y,672,714,1386,2,1,3,1,6,1,2,440,2010,158900
759,2280,7,5,1999,1999,Y,757,744,1501,2,1,3,1,6,0,2,440,2008,179400
760,12257,8,5,1995,1995,Y,1328,1203,2531,2,1,4,1,9,1,3,752,2007,290000
761,9100,6,6,1959,1959,Y,864,0,864,1,0,2,1,5,0,1,300,2009,127500
762,6911,5,5,1924,1950,Y,1301,0,1301,1,0,2,1,5,0,2,440,2009,100000
763,8640,7,5,2009,2009,Y,764,783,1547,2,1,3,1,7,0,2,614,2010,215200
764,9430,8,5,1999,1999,Y,1268,1097,2365,2,1,3,1,8,1,3,856,2009,337000
765,9549,8,5,1995,1996,Y,1494,0,1494,1,1,2,1,6,1,2,481,2006,270000
766,14587,9,5,2008,2008,Y,1506,0,1506,2,0,2,1,6,1,2,592,2008,264132
767,10421,7,5,1988,1988,Y,980,734,1714,2,1,3,1,7,1,2,496,2010,196500
768,12508,6,7,1940,1985,Y,983,767,1750,2,0,4,1,7,0,1,423,2008,160000
769,9100,7,5,2004,2005,Y,1836,0,1836,2,0,3,1,8,1,2,484,2006,216837
770,53504,8,5,2003,2003,Y,1690,1589,3279,3,1,4,1,12,1,3,841,2010,538000
771,7252,5,5,1982,1982,Y,858,0,858,1,0,2,1,5,0,2,576,2009,134900
772,8877,4,5,1951,1951,Y,1220,0,1220,1,0,2,1,6,0,2,396,2006,102000
773,7819,6,5,1976,1976,Y,1117,0,1117,1,0,3,1,6,1,2,672,2010,107000
774,10150,5,5,1958,1958,Y,912,0,912,1,0,2,1,5,0,1,275,2007,114500
775,14226,8,5,2006,2006,Y,1973,0,1973,2,0,3,1,9,1,3,895,2007,395000
776,4500,6,5,1998,1998,Y,1204,0,1204,2,0,2,1,5,0,2,412,2009,162000
777,11210,7,5,2005,2006,Y,1614,0,1614,2,0,3,1,7,0,3,865,2006,221500
778,13350,5,5,1974,1974,Y,894,0,894,1,0,3,1,5,1,2,440,2006,142500
779,8400,5,5,1977,1977,Y,2020,0,2020,2,0,4,2,10,2,2,630,2007,144000
780,10530,6,5,1977,1977,Y,1004,0,1004,1,0,2,1,4,0,2,504,2006,135000
781,7875,7,5,1995,1996,Y,1253,0,1253,2,0,3,1,6,1,2,402,2007,176000
782,7153,6,5,1992,1992,Y,810,793,1603,2,1,3,1,7,0,2,484,2006,175900
783,16285,7,5,2001,2002,Y,1430,0,1430,2,0,3,1,6,0,2,605,2009,187100
784,9101,5,6,1978,1978,Y,1110,0,1110,1,0,1,1,4,1,2,602,2009,165500
785,6300,6,6,1914,2001,Y,742,742,1484,2,0,3,1,9,1,0,0,2008,128000
786,9790,6,5,1967,1967,Y,1342,0,1342,2,0,3,1,7,1,2,457,2009,161500
787,10800,5,6,1915,1950,Y,966,686,1652,2,0,4,1,7,0,1,416,2010,139000
788,10142,7,5,2004,2004,Y,956,1128,2084,2,1,4,1,8,0,2,618,2010,233000
789,6000,4,7,1954,2000,Y,901,0,901,1,0,2,1,4,0,1,281,2008,107900
790,12205,6,8,1966,2007,Y,976,1111,2087,2,1,5,1,9,0,2,444,2007,187500
791,3182,7,5,2005,2006,Y,1145,0,1145,2,0,2,1,5,1,2,397,2009,160200
792,11333,6,5,1976,1976,Y,1062,0,1062,1,0,3,1,5,2,2,539,2007,146800
793,9920,7,5,1996,1997,Y,1127,886,2013,2,1,3,1,8,1,2,455,2007,269790
794,9158,8,5,2007,2007,Y,1496,0,1496,2,0,3,1,7,0,2,474,2007,225000
795,10832,7,5,1994,1996,Y,1086,809,1895,2,1,3,1,7,1,2,409,2008,194500
796,8400,6,6,1980,1981,Y,888,676,1564,2,1,3,1,7,1,2,476,2010,171000
797,8197,6,5,1977,1977,Y,1285,0,1285,1,1,3,1,7,1,2,528,2007,143500
798,7677,5,5,1953,1953,Y,773,0,773,1,0,2,1,4,0,1,240,2008,110000
799,13518,9,5,2008,2009,Y,1966,1174,3140,3,1,4,1,11,2,3,820,2009,485000
800,7200,5,7,1937,1950,Y,981,787,1768,1,1,3,1,7,2,1,240,2007,175000
801,12798,6,5,1997,1997,Y,616,1072,1688,2,1,4,1,8,0,2,603,2008,200000
802,4800,4,7,1916,1990,Y,1196,0,1196,1,0,2,1,5,0,2,440,2007,109900
803,8199,7,5,2005,2005,Y,728,728,1456,2,1,3,1,7,1,2,410,2008,189000
804,13891,9,5,2008,2009,Y,1734,1088,2822,3,1,4,1,12,1,3,1020,2009,582933
805,9000,5,5,1954,1954,Y,1128,0,1128,1,0,2,1,5,0,1,286,2006,118000
806,12274,7,5,2008,2008,Y,1428,0,1428,2,0,3,1,6,0,2,554,2008,227680
807,9750,5,5,1967,1967,Y,980,0,980,2,0,3,1,6,0,1,384,2006,135500
808,21384,5,6,1923,2004,Y,1072,504,1576,1,1,3,1,6,1,2,528,2009,223500
809,13400,5,5,1966,1966,Y,1086,0,1086,1,0,3,1,6,1,2,484,2006,159950
810,8100,5,5,1898,1965,N,1075,1063,2138,2,0,2,3,11,0,2,360,2009,106000
811,10140,6,6,1974,1999,Y,1309,0,1309,1,1,3,1,5,1,2,484,2006,181000
812,4438,6,5,2004,2004,Y,848,0,848,1,0,1,1,4,1,2,420,2008,144500
813,8712,5,5,1952,1952,N,1044,0,1044,1,0,2,1,4,0,2,504,2010,55993
814,9750,6,6,1958,1958,Y,1442,0,1442,1,1,4,1,7,0,1,301,2007,157900
815,8248,5,7,1918,1950,Y,686,564,1250,1,1,3,1,7,0,1,280,2006,116000
816,12137,7,5,1998,1998,Y,1661,0,1661,2,0,3,1,6,0,2,598,2010,224900
817,11425,5,6,1954,1954,Y,1008,0,1008,1,0,2,1,4,1,1,275,2006,137000
818,13265,8,5,2002,2002,Y,1689,0,1689,2,0,3,1,7,2,3,857,2008,271000
819,8816,6,7,1971,1971,Y,1052,0,1052,1,0,3,1,6,0,2,440,2010,155000
820,6371,7,5,2009,2010,Y,1358,0,1358,2,0,2,1,6,1,2,484,2010,224000
821,7226,7,5,2003,2003,Y,798,842,1640,2,1,3,1,6,0,2,595,2008,183000
822,6000,4,4,1953,1953,N,936,0,936,1,0,2,1,4,0,2,576,2009,93000
823,12394,7,5,2003,2003,Y,847,886,1733,2,1,3,1,7,1,2,433,2007,225000
824,9900,6,7,1940,1950,Y,944,545,1489,2,0,3,1,7,1,1,240,2009,139500
825,11216,8,5,2006,2006,Y,1489,0,1489,2,0,3,1,7,1,2,776,2006,232600
826,14803,10,5,2007,2008,Y,2084,0,2084,2,0,2,1,7,1,3,1220,2008,385000
827,6130,5,6,1924,1950,Y,784,0,784,1,0,2,1,5,0,0,0,2008,109500
828,8529,7,5,2001,2001,Y,1434,0,1434,2,0,3,1,6,1,2,527,2009,189000
829,28698,5,5,1967,1967,Y,1160,966,2126,2,1,3,1,7,0,2,538,2009,185000
830,2544,7,5,2005,2005,Y,520,623,1223,2,1,2,1,4,0,2,480,2006,147400
831,11900,6,5,1957,1957,Y,1392,0,1392,1,1,3,1,6,2,2,458,2008,166000
832,3180,7,5,2005,2005,Y,520,600,1200,2,1,2,1,4,0,2,480,2006,151000
833,9548,7,6,2003,2003,Y,941,888,1829,2,1,3,1,7,1,2,613,2010,237000
834,10004,6,6,1964,1964,Y,1516,0,1516,1,1,3,1,6,0,2,472,2009,167000
835,7875,5,6,1961,1961,Y,1144,0,1144,1,0,3,1,6,0,2,456,2008,139950
836,9600,4,7,1950,1995,Y,1067,0,1067,2,0,2,1,4,0,2,436,2010,128000
837,8100,5,6,1948,1973,Y,1559,0,1559,1,0,2,1,5,0,2,812,2007,153500
838,1680,6,5,1973,1973,Y,483,504,987,1,1,2,1,5,0,1,264,2008,100000
839,9525,5,6,1995,2006,Y,1099,0,1099,1,1,3,1,6,0,1,352,2008,144000
840,11767,5,6,1946,1995,Y,768,432,1200,1,0,3,1,6,0,1,240,2008,130500
841,12155,6,8,1925,1950,N,810,672,1482,2,0,4,1,7,0,1,400,2008,140000
842,10440,5,8,1904,2002,Y,958,581,1539,2,0,3,1,8,1,2,686,2008,157500
843,9020,6,7,1966,1966,Y,1165,0,1165,1,1,3,1,6,0,2,490,2008,174900
844,8000,5,4,1961,1961,N,1800,0,1800,2,0,6,2,10,0,0,0,2007,141000
845,12665,5,8,1915,1950,Y,876,540,1416,1,1,4,1,7,1,3,720,2008,153900
846,16647,5,5,1975,1981,Y,1701,0,1701,2,0,3,1,6,2,2,611,2007,171000
847,9317,7,5,1993,1993,Y,1006,769,1775,2,1,3,1,7,1,2,425,2009,213000
848,15523,5,6,1972,1972,Y,864,0,864,1,0,3,1,5,1,1,338,2009,133500
849,45600,6,8,1908,1997,Y,1307,1051,2358,3,0,5,1,10,1,2,360,2008,240000
850,9600,6,7,1976,1994,Y,1094,761,1855,2,1,3,1,7,1,2,512,2007,187000
851,4435,6,5,2003,2003,Y,848,0,848,1,0,1,1,3,0,2,420,2007,131500
852,3196,8,5,2003,2003,Y,1456,0,1456,2,0,2,1,7,1,2,400,2006,215000
853,7128,7,5,1941,1950,Y,918,728,1646,2,0,4,1,7,2,1,240,2007,164000
854,12095,6,6,1964,1964,Y,1445,0,1445,1,1,3,1,7,1,2,645,2009,158000
855,17920,5,4,1955,1974,Y,1779,0,1779,1,1,3,1,6,1,2,454,2006,170000
856,6897,5,8,1962,2010,Y,1040,0,1040,1,1,3,1,6,0,1,260,2010,127000
857,10970,6,6,1978,1978,Y,1026,0,1026,1,0,3,1,5,0,2,576,2008,147000
858,8125,6,5,1994,1995,Y,702,779,1481,2,1,3,1,6,1,2,343,2009,174000
859,10400,7,5,1976,1976,Y,1370,0,1370,2,0,3,1,6,1,2,479,2009,152000
860,11029,6,7,1968,1984,Y,1512,1142,2654,2,1,4,1,9,1,2,619,2006,250000
861,7642,7,8,1918,1998,Y,912,514,1426,1,1,3,1,7,1,1,216,2007,189950
862,11625,5,4,1965,1965,Y,1039,0,1039,1,1,3,1,6,0,2,504,2010,131500
863,9672,6,5,1984,1985,Y,1097,0,1097,2,0,3,1,6,0,2,480,2010,152000
864,7931,5,5,1959,1959,Y,1148,0,1148,1,0,3,1,6,0,1,672,2009,132500
865,8640,7,5,2007,2008,Y,1372,0,1372,2,0,3,1,6,0,2,529,2008,250580
866,8750,5,6,1970,1970,Y,1002,0,1002,1,0,3,1,5,0,2,902,2009,148500
867,10656,8,5,2006,2007,Y,1646,0,1646,2,0,3,1,6,1,3,870,2007,248900
868,6970,4,5,1961,1961,Y,1120,0,1120,1,1,3,1,5,0,2,544,2007,129000
869,14762,5,6,1948,1950,Y,1547,720,2320,2,0,2,1,7,1,2,672,2006,169000
870,9938,7,5,1993,1994,Y,1062,887,1949,2,1,3,1,8,1,2,574,2010,236000
871,6600,5,5,1962,1962,N,894,0,894,1,0,2,1,5,0,1,308,2009,109500
