w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,y
0,0.73,0,0.73,0,0,0,0,0,0,0,0.109,1
0,0,0,1.36,0,0,0,0,0.125,0.375,0,0,1
0.13,0.13,0.78,0.27,0,0,0,0,0,0.074,0,0.519,1
1.01,0,0.16,0.33,0,0,0,0,0,0.061,0,0.278,1
2.38,0,2.38,0,2.38,0,0,0,0,0,0,0,1
0.36,0,0,0,0,0,0,0,0,0.06,0.03,0.015,1
0.53,0,0,0,0,0,0.53,0,0,0.191,0,0.478,1
0.52,0,0,0,0,0,0.52,0,0,0.19,0,0.475,1
0.51,0,0,0,0,0,0.51,0,0,0.189,0,0.473,1
1.05,0,0.1,2,0.31,0,0.1,0,0,0.054,0,0.182,1
0,1.11,0,2.22,0,0,0,0,0,0.138,0,0.138,1
0.47,0.15,0.63,0,1.58,0,0.15,0,0,0.076,0,0.127,1
0,0.91,0,0.91,0,0,0,0,0,0.151,0,0,1
0.47,0.15,0.63,0,1.58,0,0.15,0,0,0.076,0,0.127,1
0.64,0.64,0,0.32,0,0,0,0,0,0.166,0,0.166,1
1.26,1.26,0,0,0,0,0,0,0.431,0,0,0.215,1
0.4,0.1,0.2,0.91,4.26,0,0,0,0,0.096,0,0.16,1
0.09,0,0.09,0,0,0,0,0,0,0.032,0,0,1
0,0,0,0,0,0,0,0,0,0.212,0,0.424,1
0,1.18,1.18,0,2.36,0,0,0,0,0,0,0,1
0,4.54,0,0,0,0,0,0,0,0,0,0,1
0.39,0.52,0.52,0.13,0,0,0.06,0.06,0,0.085,0,0.106,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.75,0,3.75,0,0,0,0,0,0,0,0,1.223,1
0.75,0,3.78,0,0,0,0,0,0,0,0,1.237,1
0.31,0.2,0.52,0,0.2,0,0,0,0.095,0.143,0,0.175,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.441,0,0.662,1
0.31,0.31,0,0.95,2.54,0,0,0,0,0.051,0,0,1
0,0,0,2.04,1.02,0,0,0,0,0.174,0,0,1
0,0,0,1.96,0.98,0,0,0,0,0.173,0,0,1
0.39,0,0.78,3.51,0,0,0,0,0,0.066,0,0.132,1
0,0,0,1.42,0,0,0,0,0,0,0,0,1
0.39,0.09,0.29,0.87,4.1,0,0,0,0,0.14,0,0.155,1
0.1,0.1,0,0,0,0,0,0,0,0.048,0,0.064,1
0.09,0.04,0,0,0.04,0,0.04,0,0,0.061,0,0.099,1
0.82,0,4.1,1.18,0,0,0.09,0,0,0.101,0,0.014,1
1.11,0.74,0,0,2.98,0,0,0,0,0,0,0.552,1
0,1.38,0,0,0,0,0,0,0.47,0,0,0.235,1
0.37,0,0.74,3.34,0,0,0,0,0,0.292,0,0.175,1
0.37,0,0.74,3.34,0,0,0,0,0,0.292,0,0.175,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0.17,0,0,0,0,0,0,0,0.026,0,0,1
1.43,0.05,0.05,0,0.23,0,0,0,0.01,0.05,0,0.161,1
1.46,0.83,1.04,0,0,1.46,0,0,0.182,0.401,0.109,0.146,1
0.37,0.37,0.37,0.37,2.61,0,0.74,0,0,0,0,0.505,1
0.22,0,0.22,0.45,1.57,0,0,0,0,0.111,0,0.148,1
0.09,0.09,0.19,0.19,0,0,0,0,0.035,0.23,0,0.124,1
0.88,0,0,0,0,0,0,0,0.037,0.224,0,0.187,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2.94,0,0,0,0,0,0,0,0,1
0.46,0,1.85,0.46,0,0,0,0,0,0.249,0,0.249,1
0.47,0,1.88,0.47,0,0,0,0,0,0.253,0,0.168,1
0.9,0.9,0,0,0,0,0,0,0,0.153,0,0.612,1
0.52,0.07,0.6,0,0.22,0,0,0,0,0.095,0,0.071,1
0,0,0,0,0,0,0,0,0,0,0,0.204,1
0,0.49,0.98,2.94,0,0,0,0,0.156,0,0,0,1
0.47,0,1.91,0.47,0,0,0,0,0,0.252,0,0.168,1
0.47,0,1.88,0.47,0,0,0,0,0,0.252,0,0.168,1
1.79,0,0,1.34,0,0,0,0,0,0.074,0,0,1
1.78,0,0,1.33,0,0,0,0,0,0.074,0,0,1
1.02,0,1.02,0,1.02,0.34,0,0,0,0,0,0.105,1
0,0,0,0,0,0,0,0,0,0.194,0,0.389,1
0,0,0,0,0,0,0,0,0,0.143,0,0,1
0,0,0,1.33,0,0,0,0,0,0,0,0,1
0.73,0,0,0.36,0,0,0,0,0,0.119,0,0.059,1
0,0,0,0,0,0,0,0,0.18,0.27,0.045,0,1
0.13,0.03,0.94,0.24,0,0,0,0,0.011,0.076,0,0.573,1
0.94,0,0,0.31,0.31,0,0,0,0,0.055,0,0.111,1
1.13,0.56,0.56,3.97,0,0,0,0,0,0.288,0,0,1
0.29,0,0,0.14,0,0,0,0,0.022,0.067,0,0.022,1
0,0,0,1.1,0,0,0,0,0,0.194,0,0.291,1
0,0,0,0,0,0,0,0,0,0,0,0.21,1
0,0,0,0,0,0,0,0,0,0,0,0.21,1
0,2.32,0,0,0,0,0,0,0,0,0,0.35,1
0.42,0.85,0,0.42,0,0,0,0,0,0.204,0,0,1
3.12,1.04,0,0,0,0,0,0,0,0,0,0,1
0.14,0,0.94,0.04,0.04,0,0,0,1.117,0.053,0,0.09,1
0.76,0.5,1.01,0,0,0,0.5,0,0,0.078,0,0.433,1
0,0,0,0,0,0,0,0,0,0.182,0,0.182,1
0.21,0,0.1,0.53,0,0,0,0,0,0.169,0,0.188,1
0,0.75,0.37,1.87,0,0,0,0,0,0,0,0,1
0,1.96,0,0.98,0,0,0,0,0,0.168,0,0,1
0.14,0,0.62,0.21,0,0,0,0,0.012,0.08,0,0.523,1
0,0,0.61,0,0.2,0,0,0,0.029,0.059,0.447,0.149,1
0,0,0,0,0,0,0,0,0,0.17,0,0.341,1
0,0,0,0,0,0,0,0,0,0,0,0.21,1
0,1.63,0,0.54,0,0,0,0,0,0,0,0.171,1
0,0,0.65,0.65,3.26,0,0.65,0,0,0,0,0.524,1
0,2.35,0,1.17,0,0,0,0,0,0,0,0.336,1
0.65,0.32,0,0.32,0,0,0,0,0,0.112,0,0.169,1
0,0,0,0.25,0,0,0,0,0.218,0.087,0,0.174,1
0.49,0,0.24,0.99,0,0,0,0,0,0,0,0,1
0.64,0.32,0,0.32,0,0,0,0,0,0.112,0,0.168,1
0.64,0.32,0,0.32,0,0,0,0,0,0.112,0,0.168,1
1.56,0,0,0.78,0,0,0,0,0,0,0,0.339,1
0,0,0,0,0,0,0,0,0,0.133,0,0.133,1
1.57,0,0,1.57,0,0,0,0,0,0,0,0.341,1
1.51,0,0.37,0.75,0,0,0.37,0,0,0,0,0.138,1
0.96,0.96,0.48,1.44,0,0,0,0,0,0.149,0,0.074,1
0.43,0.43,0,0,0,0,0,0,0,0,0,0,1
1.57,0,0,1.57,0,0,0,0,0,0,0,0.341,1
2.43,0,0.81,0.81,0.81,0,0,0,0,0.121,0,0,1
0.15,0,0.66,0.23,0,0,0,0,0.006,0.091,0,0.524,1
0.87,0.87,0,0,0,0,0,0,0,0.145,0,0.218,1
0,0,0,1.23,0,0,0,0,0,0,0,0,1
1.58,1.58,0,1.58,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.139,0,0,1
0,0,0.32,0,0,0,0,0,0,0.185,0,0.061,1
0.94,0.94,0,0,0,0,0,0,0,0.074,0.074,0,1
0,0,0,0,0,0,0,0,0,0.141,0,0,1
0.34,0,0.05,0.17,0.05,0,0,0,0.019,0.099,0,0.079,1
0.34,0,0.05,0.17,0.05,0,0,0,0.019,0.099,0,0.079,1
0,0.86,0,0.86,0,0,0,0,0,0.152,0,0,1
0,0.86,0,0.86,0,0,0,0,0,0.151,0,0,1
1.14,0,0.38,0,0.76,0.38,0,0,0,0,0,0.059,1
1.14,0,0.38,0,0.76,0.38,0,0,0,0,0,0.059,1
1.14,0,0.38,0,0.76,0.38,0,0,0,0,0,0.059,1
0.21,0,0,0,0,0,0,0,0,0.205,0,0,1
0.2,0,0,0,0,0,0,0,0,0.204,0,0,1
0.65,1.31,0,0,0,0,0,0,0,0,0.104,0,1
0.21,0,0,0,0,0,0,0,0,0.205,0,0,1
0.2,0,0,0,0,0,0,0,0,0.204,0,0,1
0.3,0.3,0,0.9,2.7,0,0,0,0,0.048,0,0,1
0.64,0.32,0,0.32,0,0,0,0,0,0.111,0,0.166,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.118,1
0,0.45,0.91,2.75,0,0,0,0,0.134,0,0,0,1
3.09,1.03,1.03,2.06,0,0,0,0,0,0,0,0,1
3.12,1.04,1.04,2.08,0,0,0,0,0,0,0,0,1
3.09,1.03,1.03,2.06,0,0,0,0,0,0,0,0,1
2.8,0,0,1.4,0,0,0,0,0,0.148,0,0,1
0,1.21,1.21,1.21,0,0,0,0,0,0,0,0,1
2.63,0,0,1.97,0,0,0,0,0,0.198,0,0.099,1
0,0,0,0,1.32,0,0,0,0.306,0.043,0.087,0.043,1
0,0.74,1.49,0.74,0,0,0,0,0,0,0,0.118,1
0,0,0,0,0,0,0,0,0,0,0,0.208,1
0.02,0,0.35,0.05,0.2,0.02,0,0,0,0.004,0,0.018,1
0.66,0,0,0,0,0,0,0,0,0,0,0.118,1
0.67,0,0,0,0,0,0,0,0,0,0,0.118,1
0.53,1.07,0.53,0,0,0,0,0,0,0.335,0,0,1
0,0,0.27,0.27,1.36,0,0,0,0.333,0.047,0.095,0.047,1
0.53,1.07,0.53,0,0,0,0,0,0,0.336,0,0,1
0,0,0.61,0,0,0,0,0,0,0.057,0,0.289,1
0.23,0,0.23,0.23,0.23,0,0,0,0,0.112,0,0.037,1
0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,1
0.23,0,0.23,0.23,0.23,0,0,0,0,0.112,0,0.037,1
0.28,0,0,0.57,2.31,0,0,0,0,0.047,0,0.191,1
0,0.9,1.8,0.9,0,0,0,0,0,0,0,0.13,1
0,0.74,1.49,0.74,0,0,0,0,0,0,0,0.118,1
0.16,0,0.32,1.95,0.48,0,0,0,0.673,0.35,0.053,0.107,1
0,0,0.27,1.08,0,0,0,0,0,0.229,0,0.504,1
0.85,0.21,1.5,0,0.21,0,0,0,0,0,0,0.271,1
1.29,0.64,0,0.64,0,0,0,0,0,0.104,0,0.313,1
0,1.63,0,0.54,0,0,0,0,0,0,0,0.171,1
0,0,0.52,0,0,0,0,0,0.073,0.073,0,0.073,1
0,0,0.75,0,0,0,0,0,0,0.084,0,0.112,1
0.53,0,0,0,0.53,0,0,0,0,0,0,0.088,1
0,0,0,0,0,0,0,0,0,0,0,0.213,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.68,0,1.36,0,0,0,0,0,0,0,0.2,1
0,1.16,0.77,1.93,0,0,0,0,0,0,0,0,1
0.27,0.27,0,0.82,2.46,0,0,0,0,0.043,0,0,1
0.31,0,0,1.25,0,0,0,0,0,0.146,0.048,0.438,1
0,0,0,1.09,0,0,0,0,0,0.371,0,0,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.111,0,0.158,1
0.81,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.62,0.62,0,0,0,0,0,0.1,0,0.201,1
0,0,0.41,0.41,0,0,0,0,0,0.125,0,0.062,1
2.06,1.65,0,2.47,0,0,0,0,0,0.265,0,0,1
2.06,1.65,0,2.47,0,0,0,0,0,0.265,0,0,1
2.06,1.65,0,2.47,0,0,0,0,0,0.265,0,0,1
0,0,0,1.29,0,0,0,0,0,0,0,0,1
0.45,0,1.8,0.45,0,0,0,0,0,0.243,0,0.162,1
0.45,0,1.8,0.45,0,0,0,0,0,0.244,0,0.244,1
0.45,0,1.83,0.45,0,0,0,0,0,0.245,0,0.245,1
0.41,0.41,1.23,2.47,1.23,0,0,0,0,0,0,0.132,1
0.39,0,0.39,0,0.09,0,0,0,0.768,0.037,0,1.313,1
0,0,0,0,0,0,0,0,0,0,0,0.212,1
0,0,0,0,0,0,0,0,0,0,0,0.212,1
0,0,0,0.3,0,0,0,0,0,0.094,0.047,0.141,1
0.94,0.94,0,0,0,0,0,0,0,0.073,0,0.221,1
0,0,1.08,0.36,0,0,0,0,0,0.334,0,0.467,1
0,0,1.47,7.35,0,0,0,0,0,0,0,0.254,1
0,0,1.47,7.35,0,0,0,0,0,0,0,0.254,1
0.51,0.51,0,0,0,0,0,0,0,0.09,0,0,1
0.5,0.5,0,0,0,0,0,0,0,0.089,0,0,1
0,0,1.11,0.37,0,0,0,0,0,0.336,0,0.471,1
0.39,0,0.39,0,0.09,0,0,0,0.767,0.037,0,1.311,1
0,0,1.08,0.36,0,0,0,0,0,0.334,0,0.467,1
0.9,0,0,0,0,0,0,0,0,0.1,0,0.05,1
0.75,0,0,0,0,0,0,0,0.058,0.145,0,0,1
0.44,0.06,0.5,0,0.19,0,0,0,0,0.102,0,0.041,1
0,0,0,0,0,0,0,0,0,0.143,0,0,1
0.34,0,0.05,0.17,0.05,0,0,0,0.019,0.099,0,0.079,1
0,0,1.19,1.19,0,1.19,0,0,0,0,0,0,1
1.34,0.44,0,0.44,0,0,0,0,0,0.068,0,0.896,1
0.77,0,0,0.77,0,0,0,0,0,0.268,0,0.403,1
0,0.14,0,0,2.53,0,0,0,0,0,0.137,0.342,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0.8,0,0,0.8,0,0,0,0,0,0.274,0,0,1
0,0,0,1.63,0,0,0,0,0,0,0,0.266,1
1.39,0.69,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.04,1.04,0,0,0,0,0,0,0.269,1
0.65,0.32,0,0.32,0,0,0,0,0,0.111,0,0.166,1
0.65,0.32,0,0.32,0,0,0,0,0,0.111,0,0.166,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.118,1
1.52,0.05,0.05,0,0.23,0,0,0,0.01,0.052,0,0.167,1
0,0,0,0,0,0,0,0,0,0,0,0.051,1
0,0,0,0.44,0,0,0,0,0,0.066,0,0.132,1
2.29,0,0,4.59,0,0,0,0,0,0.646,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.606,1
2.16,0,1.08,0,0,0,0,0,0,0.051,0,0,1
0,0,0,0,0,0,0,0,0,0.141,0,0,1
1.06,0.7,0.7,0.7,0,0,0,0,0,0,0,0.063,1
0.68,2.73,0.68,0,0,0,0,0,0,0,0,0,1
0.27,0.55,0.27,0,0.27,0,0,0,0.387,0,0,0,1
0.58,0.09,0,0,0,0,0,0,0.063,0.047,0,0.047,1
0,1.61,0,1.61,0,0,0,0,0,0.268,0,0,1
0.97,0.97,0,0.97,0,0.97,0,0,0.503,0.167,0,0.167,1
1.12,2.25,0.56,0,0,0,0,0,0,0.083,0,0,1
0.61,0.4,0.81,0.1,0.5,0,0,0,0,0,0.264,0.397,1
1.61,0,0,0.8,0,0,0,0,0,0,0,0.36,1
0,0,0,0,0,0,0,0,0,0,0,0.212,1
0,1.47,0,1.47,0,0,0,0,0,0.338,0,0.169,1
0.34,0,0.05,0.17,0.05,0,0,0,0.019,0.099,0,0.079,1
0.81,0.81,0.4,0,0,0,0,0,0.123,0.246,0.061,0.123,1
0.87,0.58,1.16,0,0,0,0,0,0,0.054,0,0.271,1
1.57,0.06,0.06,0,0.24,0,0,0,0.01,0.052,0,0.169,1
0.1,0,0.17,0.03,0,1.18,0,0,0.179,0.305,0.029,0.011,1
0,0,0,0.41,0,0,0,0,0,0.068,0,0.549,1
0.08,0.08,0,0.08,0,0,0,0,0.344,0.068,0,0.082,1
0.6,0.4,0.81,0.1,0.5,0,0,0,0,0,0.264,0.397,1
0,0.45,0.45,0.22,0,0,0,0,0,0,0,0.15,1
0,0,0,0,0,0,0,0,0,0,0,0.212,1
0,0,0.81,0.4,0,0,0,0,0.198,0.529,0.33,0,1
0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,1
0,1.78,1.78,0,0,0,0,0,0,0,0,0,1
0.61,0,0,0,0,0,0,0,0.034,0.057,0,0.092,1
0,1.36,0,1.36,0,0,0,0,0,0.17,0,0.17,1
0,0,0,0,0,0,0,0,0,0.868,0,0.868,1
2.45,0,0,0.81,0,0,0,0,0,0,0,0,1
0.33,0.33,0.5,0,1.68,0,0.16,0,0,0.224,0,0.056,1
0.39,0,0.39,0,0,0,0,0,0.778,0.037,0,0.979,1
0,0,0,4,0,0,0,0,0,0,0,0,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.05,0,0.162,1
0.54,0.27,0.81,0,0,0,0,0.27,0,0.04,0,0.04,1
3.22,0,0,0.8,0,0,0,0,0,0,0,0,1
1.1,2.2,0.55,0,0,0,0,0,0,0.165,0,0,1
1.1,2.2,0.55,0,0,0,0,0,0,0.165,0,0,1
0.63,0.31,0,0.31,0,0,0,0,0,0.108,0,0.162,1
1.04,0.69,0.69,0.69,0,0,0,0,0,0,0,0.063,1
0,1.56,1.56,1.56,0,0,0,0,0,0.183,0,0.183,1
1.08,2.16,0.54,0,0,0,0,0,0,0.162,0,0,1
0.28,0.28,0.43,1.88,0,0,0.14,0,0,0.07,0,0,1
0.22,0,0.44,0.22,0,0,0,0,0.065,0.261,0,0.196,1
0.88,0,0,0,0,0,0,0,0,0.097,0,0.048,1
0.51,0.07,0.37,0,0,0,0,0,0.052,0.073,0,0.167,1
0.63,0.31,0,0.31,0,0,0,0,0,0.108,0,0.163,1
0.63,0.31,0,0.31,0,0,0,0,0,0.108,0,0.163,1
1.52,0.05,0.05,0,0.23,0,0,0,0.01,0.052,0,0.167,1
0.48,0.97,0,0,0,0,0,0,0,0,0,0.232,1
0,0,0,0.41,0,0,0,0,0,0.068,0,0.549,1
0.08,0.08,1.62,0.08,0,0,0,0,0,0.065,0,0.294,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.63,1.63,0,0,0,0,0,0,0,0,0,1
0.43,0.08,0.08,0,0,0,0,0,0,0.085,0.028,0.014,1
0.43,0.08,0.08,0,0,0,0,0,0,0.085,0.028,0.014,1
0.34,0.34,1.04,0.69,0,0,0,0,0,0.058,0,0.174,1
0.29,0.29,0,0.87,2.61,0,0,0,0,0.046,0,0,1
0.45,0.45,0,0,0,0,0,0,0,0,0,0,1
0,0.2,0.2,0.4,3.03,0,0,0,0.033,0.066,0,0.066,1
0,1.33,0,0,0,0,0,0,0,0,0,1.492,1
1.77,0.44,2.88,0.44,0,0,0.44,0,0,0,0,0.156,1
0,0,0,0,0,0,0,0,0,0.146,0,0,1
0.74,0.74,0,0,0,0,0.74,0,0,0,0,0.233,1
1.28,0.28,0,0.14,0,0,0,0,0.026,0.078,0,0,1
1.13,0.37,0.75,0.37,0,0,0,0,0,0.063,0,0.189,1
0,0,0,0,0,0,0,0,0,0,0,0.514,1
1.45,0,1.45,0.72,1.81,0.36,0,0,0,0.056,0,0.113,1
0.54,1.08,0,0.54,0,0,0,0,0,0,0,0.261,1
0,0,1.81,1.81,0,0,0,0,0,0.628,0,0.943,1
0.96,0.48,0,0.48,0,0,0,0,0,0.073,0,0.957,1
0.98,0,0.98,0.98,0,0.98,0,0.98,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.18,0.18,0,1.89,0,0,0,0,0,0,0,0,1
0,0,0,0.3,0,0,0,0,0,0.143,0.047,0.143,1
0,0,0,1.33,0,0,0,0,0,0,0,0,1
0.23,0.03,0.37,0.51,0.13,0,0.03,0,0.011,0.041,0.071,0.136,1
0,0,0,0.3,0,0,0,0,0,0.142,0.047,0.142,1
0.58,0.58,0,0.58,0,0,0,0,0,0,0,0.239,1
0.46,0.46,0.46,0,0,0,0.93,0,0,0.123,0,0,1
0.3,0,0,0.3,0,0,0,0,0,0.211,0,0.211,1
0.3,0,0,0.3,0,0,0,0,0,0.21,0,0.21,1
0.59,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.02,0.69,0.33,0,0,0.02,0,0,0.069,0,0.523,1
0.58,0.58,0,0.58,0,0,0,0,0,0,0,0.239,1
0.3,0,0,0.3,0,0,0,0,0,0.211,0,0.211,1
0.3,0,0,0.3,0,0,0,0,0,0.211,0,0.211,1
0.23,0,0.47,0.71,0,0,0,0,0,0.178,0,0.402,1
0,0,0,0,0,0,1.19,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.72,0,0,0.48,0,0,0.24,0,0,0.036,0,0.184,1
0.72,0,0,0.48,0,0,0.24,0,0,0.036,0,0.184,1
0.08,0.08,1.47,0.08,0,0,0,0,0,0.049,0,0.263,1
0.87,0,0.43,0,0,0,0,0,0,0,0,0,1
0.87,0,0.43,0,0,0,0,0,0,0,0,0,1
0.29,0.29,0,0.87,2.61,0,0,0,0,0.046,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,0,0.36,0,0,0,0,0,0,0,0,0.118,1
0.38,0,0.19,0,0,0,0,0,0,0.208,0,0.312,1
0.42,0.08,0.08,0,0,0,0,0,0,0.085,0.028,0.014,1
0.26,0.26,0,0.79,0,0,0,0,0,0.69,0,0,1
0.05,0.05,0.75,0.1,0,0,0,0,0,0.068,0,0.793,1
1.09,0.54,0.54,0.36,0,0,0,0,0,0.166,0,0.305,1
0.42,0.08,0.08,0,0,0,0,0,0,0.085,0.028,0.014,1
0,0,0,0,0,0,0,0,0,0,0,0.475,1
0,0.36,0,0.36,0,0,0,0,0,0,0,0.053,1
0.37,0,1.88,0.37,0,0,0,0,0,0.197,0,0.197,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0,0.39,0,0,0,0,0,0.778,0.037,0,1.33,1
0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.597,1
2.46,0,0,0.49,0,0,0,0,0,0,0,0,1
0.38,0.38,0,0.38,0,0,0,0,0,0,0,0,1
0.19,0.38,0,0,0.06,0,0,0,0.041,0.031,0,0.073,1
0,0.37,1.12,0,0,0,0,0,0,0,0.061,0.122,1
1.58,0.39,0.39,0,0,0,0,0,0,0,0,0.211,1
0,0.41,0.41,1.65,0,0,0,0,0,0.193,0,5.3,1
1.04,0.09,0,0,0.24,0,0,0,0.015,0.119,0.007,0.111,1
0,0.41,0.41,1.65,0,0,0,0,0,0.193,0,5.3,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.21,1.21,1.21,0,1.21,0,0,0,0,0,0,0,1
0,0,0.48,0.96,0,0,0,0,0,0,0,0.087,1
0.05,0.05,0.76,0.1,0,0,0,0,0,0.067,0,0.858,1
1.47,1.47,0,0,0,0,0,0,0,0,0,0,1
0.53,1.06,0,1.06,0,0,0,0,0,0,0,0.259,1
0,0,0,0.41,0,0,0,0,0,0.068,0,0.549,1
2.23,0.55,0,0.55,0,0,0,0,0,0.259,0,0.345,1
2.23,0.55,0,0.55,0,0,0,0,0,0.258,0,0.345,1
0.37,0,1.89,0.37,0,0,0,0,0,0.196,0,0.196,1
0.17,0,0.17,0.34,1.55,0,0,0,0,0.17,0,0.141,1
0.12,0,0.12,0,0.12,0,0,0,0,0.164,0,0.061,1
1.89,1.18,0.47,0.23,0,0,0,0,0,0,0,0,1
0.05,0.05,0.76,0.26,0,0,0,0,0.009,0.067,0,0.78,1
1.35,0,0,0.45,0,0,0,0,0,0.138,0,0,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,1
0.09,0.19,0.09,0,0,0,0,0,0.017,0.068,0,0.189,1
1.03,0.68,0.68,0.68,0,0,0,0,0,0,0,0.062,1
0,0,0.27,0,0,0,0,0,0,0,0,0.182,1
0,0,0,0,0,0,0,0,0.173,0.519,0,0.692,1
0.12,0,0.12,0,0.12,0,0,0,0,0.165,0,0.061,1
1.2,1.2,1.2,0,1.2,0,0,0,0,0,0,0,1
0.24,0.24,0.24,0,1.73,0,0,0,0,0.116,0,0.155,1
0.6,0.6,0,0,0,0,0,0,0,0.412,0,0.103,1
1.38,0,0.92,0.92,0.46,0,0.46,0,0,0.072,0,0.217,1
0,0,0.67,0,0,0,0,0,0,0,0,0,1
0,1.47,1.47,0,1.47,0,0,0,0,0.147,0,0.147,1
1.49,0,0.99,0.49,0.49,0,0.49,0,0,0.078,0,0.312,1
0,0.53,0,0,0,0,0,0,0,0.255,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
2.27,0.56,0,0.56,0,0,0,0,0,0.262,0,0.349,1
0.23,0,1.18,0,4.96,0,0,0,0,0.186,0,0.168,1
1.12,0,0,0,0,0,0,0,0,0.189,0,0,1
1.42,0,0,0,0,0,0,0,0,0.082,0,0.248,1
1.12,0,0,0,0,0,0,0,0,0.189,0,0,1
0.72,0,0,0.48,0,0,0.24,0,0,0.036,0,0.184,1
1.44,0.36,1.44,0,0,0,0,0,0,0,0,0,1
0,0,0.67,0,0,0,0,0,0,0,0,0,1
0.47,0,0,0.47,0,0,0,0,0,0.056,0,0,1
0.47,0,0,0.47,0,0,0,0,0,0.056,0,0,1
0.04,0.04,0.69,0.23,0,0,0,0,0,0.064,0,0.734,1
0,0,0,5,0,0,0,0,0,0.303,0,0,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0,1.47,1.47,0,1.47,0,0,0,0,0.147,0,0.147,1
2.25,0.56,0,0.56,0,0,0,0,0,0.26,0,0.347,1
2.38,0,0,0,0,0,0,0,0,0,0,0,1
1.11,0,0,0,0,0,0,0,0,0.186,0,0,1
0,0,0,3.12,0,0,0,0,0,0.462,0,0,1
0.05,0.05,0.76,0.26,0,0,0,0,0,0.068,0,0.784,1
0,0,0,0.81,0,0,0,0,0,0.176,0,0,1
0,0,0.23,0.23,0,0,0,0,0,0,0,1.357,1
0,0.42,0.42,0,0,0,0,0,0,0,0,0.349,1
1.08,0,0,0,0,0,0,0,0.029,0.178,0,0,1
0,0,0,0,0.87,0,0,0,0,0.43,0,0,1
1.44,0,0,0,0,0,0,0,0,0.083,0,0.251,1
1.45,0,0,0,0,0,0,0,0,0.084,0,0.252,1
1.47,0,0,0,0,0,0,0,0,0.084,0,0.254,1
0,1.45,0,0,1.45,0,0,0,0,0,0,0,1
0.04,0.04,0.69,0.23,0,0,0,0,0,0.065,0,0.754,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.64,0,0,0,5.19,0,0,0,0,0.468,0,0,1
0.64,0,0,0,5.19,0,0,0,0,0.468,0,0,1
0.64,0,0,0,5.19,0,0,0,0,0.468,0,0,1
0,0,0.3,0.3,0,0,0,0,0.472,0.067,0,0.044,1
0.2,0,0.41,0.62,0,0,0,0,0,0.153,0,0.345,1
3.7,0,0,0,0,0,0,0,0,0,0,0,1
0.07,0.05,0.76,0.26,0,0,0,0,0,0.068,0,0.79,1
1.11,0,0,0,0,0,0,0,0,0.185,0,0,1
1.59,0,0,0.63,0,0,1.59,0,0,0.278,0,0.501,1
2.25,1.12,0,0.56,0,0,0,0,0,0.26,0,0.347,1
1.11,0,0,0,0,0,0,0,0,0.185,0,0,1
0.94,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0,0.08,0,0,0,0,0.709,0.105,0,0,1
0,0,0.33,0,0,0,0,0.33,0.28,0.28,0,0.336,1
0,0,0,0.88,0,0,0,0,0,0.14,0,0,1
0.36,0,0,0,0,0,0,0,0,0.043,0,0,1
1.07,0.19,0.58,0,0.68,0,0.09,0,0,0,0.202,0.233,1
0,0,0,0,6.25,0,0,0,0,0,0,0.188,1
0.36,1.09,0,0.36,0,0,0,0,0,0.183,0,0.061,1
