w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,y
7,5,251.74,Y,1661,0,2,0,3,1,0,2,598,12,4514
5,6,237.5,Y,1008,0,1,0,2,1,1,1,275,52,2756
8,5,274.3,Y,1689,0,2,0,3,1,2,3,857,6,5436
6,7,185.32,Y,1052,0,1,0,3,1,0,2,440,39,3116
7,5,136.42,Y,1358,0,2,0,2,1,1,2,484,0,4496
7,5,153.52,Y,798,842,2,1,3,1,0,2,595,5,3676
4,4,129,N,936,0,1,0,2,1,0,2,576,56,1876
7,5,256.88,Y,847,886,2,1,3,1,1,2,433,4,4516
6,7,207,Y,944,545,2,0,3,1,1,1,240,59,2806
8,5,233.32,Y,1489,0,2,0,3,1,1,2,776,0,4668
10,5,305.06,Y,2084,0,2,0,2,1,1,3,1220,0,7716
5,6,131.6,Y,784,0,1,0,2,1,0,0,0,58,2206
7,5,179.58,Y,1434,0,2,0,3,1,1,2,527,8,3796
5,5,582.96,Y,1160,966,2,1,3,1,0,2,538,42,3716
7,5,59.88,Y,520,623,2,1,2,1,0,2,480,1,2964
6,5,247,Y,1392,0,1,1,3,1,2,2,458,51,3336
7,5,72.6,Y,520,600,2,1,2,1,0,2,480,1,3036
7,6,199.96,Y,941,888,2,1,3,1,1,2,613,7,4756
6,6,209.08,Y,1516,0,1,1,3,1,0,2,472,45,3356
5,6,166.5,Y,1144,0,1,0,3,1,0,2,456,47,2815
4,7,201,Y,1067,0,2,0,2,1,0,2,436,15,2576
5,6,171,Y,1559,0,1,0,2,1,0,2,812,34,3086
6,5,42.6,Y,483,504,1,1,2,1,0,1,264,35,2016
5,6,199.5,Y,1099,0,1,1,3,1,0,1,352,2,2896
5,6,244.34,Y,768,432,1,0,3,1,0,1,240,13,2626
6,8,252.1,N,810,672,2,0,4,1,0,1,400,58,2816
5,8,217.8,Y,958,581,2,0,3,1,1,2,686,6,3166
6,7,189.4,Y,1165,0,1,1,3,1,0,2,490,42,3514
5,4,169,N,1800,0,2,0,6,2,0,0,0,46,2836
5,8,262.3,Y,876,540,1,1,4,1,1,3,720,58,3094
5,5,341.94,Y,1701,0,2,0,3,1,2,2,611,26,3436
7,5,195.34,Y,1006,769,2,1,3,1,1,2,425,16,4276
5,6,319.46,Y,864,0,1,0,3,1,1,1,338,37,2686
6,8,921,Y,1307,1051,3,0,5,1,1,2,360,11,4816
6,7,201,Y,1094,761,2,1,3,1,1,2,512,13,3756
6,5,97.7,Y,848,0,1,0,1,1,0,2,420,4,2646
8,5,72.92,Y,1456,0,2,0,2,1,1,2,400,3,4316
7,5,151.56,Y,918,728,2,0,4,1,2,1,240,57,3296
6,6,250.9,Y,1445,0,1,1,3,1,1,2,645,45,3176
5,4,367.4,Y,1779,0,1,1,3,1,1,2,454,32,3416
5,8,146.94,Y,1040,0,1,1,3,1,0,1,260,0,2556
6,6,228.4,Y,1026,0,1,0,3,1,0,2,576,30,2956
6,5,171.5,Y,702,779,2,1,3,1,1,2,343,14,3496
7,5,217,Y,1370,0,2,0,3,1,1,2,479,33,3056
6,7,229.58,Y,1512,1142,2,1,4,1,1,2,619,22,5016
7,8,161.84,Y,912,514,1,1,3,1,1,1,216,9,3815
5,4,241.5,Y,1039,0,1,1,3,1,0,2,504,45,2646
6,5,202.44,Y,1097,0,2,0,3,1,0,2,480,25,3056
5,5,167.62,Y,1148,0,1,0,3,1,0,1,672,50,2666
7,5,181.8,Y,1372,0,2,0,3,1,0,2,529,0,5027.6
5,6,184,Y,1002,0,1,0,3,1,0,2,902,39,2986
8,5,222.12,Y,1646,0,2,0,3,1,1,3,870,0,4994
4,5,148.4,Y,1120,0,1,1,3,1,0,2,544,46,2596
5,6,304.24,Y,1547,720,2,0,2,1,1,2,672,56,3396
7,5,207.76,Y,1062,887,2,1,3,1,1,2,574,16,4736
5,5,141,N,894,0,1,0,2,1,0,1,308,47,2206
6,5,184,Y,804,878,2,1,3,1,0,2,523,12,4026
5,7,186.84,Y,910,0,1,0,3,1,0,2,414,12,2336
5,7,251.88,Y,1036,0,1,0,3,1,1,1,288,59,2676
5,6,123.4,Y,676,455,1,1,3,1,0,1,200,59,1346
8,5,189,Y,1184,1426,2,1,4,1,1,2,550,0,6085.54
4,5,514.72,Y,1040,0,1,0,3,1,0,2,648,44,2661
9,5,185.68,Y,1462,762,2,1,4,1,1,3,738,4,7016
5,7,244.64,Y,1155,0,1,0,3,1,0,2,576,15,2976
5,8,149,Y,864,0,1,0,3,1,0,1,336,4,2746
5,5,149.48,Y,1090,0,1,1,2,1,0,2,450,1,3156
7,5,284.16,Y,1187,530,2,1,3,1,1,2,400,16,3766
6,5,201.72,Y,808,785,2,1,3,1,1,2,389,16,3576
4,5,133.08,N,954,795,1,0,5,1,0,1,440,56,2386
5,5,152,Y,892,0,1,0,3,1,0,1,288,42,2016
9,5,111.38,Y,1709,0,2,0,2,1,1,2,506,8,6594
5,5,176.86,Y,1712,0,2,0,4,2,0,2,588,1,2916
5,7,338.32,Y,872,521,1,1,3,1,0,1,300,53,2726
8,6,326.3,Y,2217,0,2,0,4,1,1,2,621,37,5376
6,4,252.2,Y,1505,0,1,0,2,1,1,2,505,56,3006
5,7,170.28,Y,672,252,1,0,3,1,1,2,576,1,2474
6,5,232.68,Y,918,765,2,1,3,1,1,2,440,31,3466
6,8,177.28,Y,1068,0,1,0,3,1,0,1,264,3,3106
5,5,274.68,Y,1383,0,1,0,3,1,1,1,354,54,3316
5,5,149.36,Y,1535,0,2,0,4,2,0,2,400,30,2393.16
6,5,150.12,Y,983,813,1,1,4,1,1,2,483,45,2816
4,6,184.3,N,951,0,1,0,2,1,0,1,327,56,2146
5,5,149.36,Y,1120,1120,2,0,6,2,0,2,528,30,2875.06
9,5,267.38,Y,2364,0,2,1,2,1,2,3,820,0,12249.14
5,7,148.86,Y,1236,0,1,0,3,1,1,1,288,12,2716
4,6,155.8,Y,858,0,1,0,2,1,0,1,684,36,2216
5,7,183.24,Y,1306,0,1,0,2,1,0,1,756,9,3076
7,5,166.5,Y,807,702,2,1,3,1,1,2,393,3,3616
7,5,306.18,Y,1670,0,2,0,3,1,1,3,690,0,4816
5,6,132.46,Y,902,0,1,0,3,1,0,1,288,40,2526
5,5,207.4,Y,1063,0,1,0,3,1,0,1,280,56,2576
8,5,279.02,Y,1636,0,2,0,3,1,1,3,865,1,5116
7,7,239,Y,1020,1037,1,1,3,1,1,1,180,19,5016
5,5,186.7,Y,902,0,1,0,2,1,0,2,484,23,2636
6,5,260.78,Y,742,742,2,1,3,1,1,2,390,4,3496
5,5,241,Y,1105,1169,2,0,5,2,0,2,480,50,3102
5,7,194.72,Y,1268,0,1,1,3,1,0,1,252,20,2886
5,7,131.4,N,1015,0,1,0,3,1,0,1,450,56,1776
5,6,134.4,N,1001,1001,2,0,4,2,0,3,871,57,2916
6,5,69,Y,612,612,2,1,2,1,0,2,528,0,3490.66
4,5,49.02,Y,546,546,1,1,3,1,0,1,286,37,1516
2,3,189,N,480,0,0,0,1,1,0,1,308,56,722.22
4,6,351.8,Y,1229,0,1,0,3,1,0,1,284,53,2716
7,5,271.5,Y,912,1215,2,1,4,1,1,3,833,16,4776
6,8,229.58,Y,1414,0,1,0,3,1,1,2,601,6,3546
6,5,178.24,Y,936,785,2,1,3,1,0,2,471,13,4036
5,7,184.54,Y,1272,928,2,2,4,2,0,0,0,5,2934
6,5,213.74,Y,1316,0,2,0,3,1,1,2,397,0,3415.8
6,5,169.24,Y,1617,0,2,0,2,1,1,2,533,14,3876
6,6,213.8,Y,1686,0,2,0,3,1,1,2,612,26,4166
5,6,321.22,Y,1126,0,2,0,3,1,0,2,540,31,3516
8,5,248.98,Y,1234,1140,2,1,4,1,1,3,656,3,5716
7,5,207,Y,1098,880,2,1,4,1,1,2,486,40,3536
8,5,245.76,Y,1788,0,2,0,3,1,1,2,522,8,4746
7,5,269.12,Y,993,1243,2,1,4,1,1,2,642,9,4456
8,5,187.5,Y,1466,0,2,0,3,1,0,3,610,2,4036
5,6,191,Y,925,0,1,0,2,1,0,1,429,44,2366
9,5,242.4,Y,1905,0,2,0,3,1,1,3,788,1,6416
7,5,178.74,Y,1500,0,2,0,3,1,0,2,570,5,3816
7,7,562,Y,2069,0,2,0,4,1,1,2,505,1,4856
4,5,125.5,Y,747,0,1,0,1,1,0,2,528,53,1614
7,5,210.66,Y,1200,0,2,0,2,1,0,2,555,6,3714
7,5,202.5,Y,1113,858,2,1,3,1,1,2,689,4,5076
7,5,184.2,Y,1391,571,2,1,3,1,0,3,868,0,4811.98
7,7,490.8,Y,1207,1196,2,0,4,1,2,1,349,60,4904
6,5,261.8,Y,1728,0,2,0,4,2,0,2,574,30,3034
7,5,184.1,Y,1022,1038,2,1,3,1,1,2,390,10,4296
4,3,163.22,Y,1440,0,2,0,4,2,0,0,0,30,3016
5,4,509,Y,1632,0,2,0,4,2,0,2,576,40,2876
6,6,296.5,Y,1344,0,1,0,3,1,1,2,525,51,2766
5,6,185.4,Y,1188,561,1,0,2,1,0,2,456,13,2514
5,6,172.26,Y,1144,0,1,0,3,1,1,1,796,47,2876
8,5,299.72,Y,1629,0,2,0,3,1,1,3,808,4,5416
7,5,289.12,Y,936,840,2,1,3,1,1,2,474,4,3866
6,7,196.2,Y,1381,0,1,1,3,1,1,2,676,4,3966
5,8,153,Y,864,0,1,0,3,1,0,2,720,5,2596
5,5,165,Y,965,0,1,0,3,1,0,1,300,41,2414
5,8,153,Y,768,0,1,0,2,1,0,1,396,6,2694
5,4,230.5,Y,1168,800,2,1,4,1,1,2,530,39,3456
6,5,197,Y,980,0,2,0,4,0,0,0,0,31,2566
6,6,151.72,N,979,979,2,0,4,2,0,2,492,57,2916
6,6,35,Y,561,668,1,1,2,1,1,2,462,29,2496
5,5,157.4,Y,1057,0,1,0,3,1,0,2,576,45,2656
7,5,178,Y,1337,0,2,0,3,1,0,2,531,4,3716
7,5,60.44,Y,696,720,2,1,3,1,0,2,484,11,3116
5,7,153.14,Y,858,0,1,0,2,1,0,0,0,2,2346
6,7,253.54,Y,1542,1330,2,1,4,1,1,2,619,13,5456
6,6,55.16,Y,804,744,2,1,3,1,1,2,440,31,3116
9,5,247.46,Y,1800,0,2,0,2,1,0,2,702,2,4796
7,5,235.32,Y,824,1070,2,1,4,1,1,2,510,7,4314
6,5,213.74,Y,783,701,2,1,3,1,1,2,393,0,3594
5,7,201,Y,976,332,1,1,2,1,2,1,256,59,3216
5,7,156.8,Y,1098,0,1,0,3,1,0,1,260,53,2716
3,6,127.5,N,600,368,1,0,2,1,0,0,0,59,774
6,5,216.64,Y,1095,0,1,0,2,1,0,1,264,48,2816
4,4,225,N,720,472,1,1,4,1,0,0,0,56,2716
7,5,54.36,Y,764,862,2,0,2,1,0,2,474,5,3476
6,5,166.84,Y,918,0,2,0,2,1,1,1,264,31,2006
7,5,241.78,Y,1428,0,2,0,3,1,0,2,480,0,3656
7,8,237.28,N,1136,883,1,0,3,1,0,2,532,16,3366
7,5,62.02,Y,673,709,2,1,3,1,0,2,490,6,3316
4,7,127,Y,869,0,1,0,2,1,0,0,0,48,1726
7,5,94.48,Y,1241,0,1,1,1,1,0,2,569,0,4014
4,5,198,Y,894,0,1,0,3,1,0,2,400,53,2216
5,6,185.32,Y,1121,0,1,0,3,1,0,2,480,46,2796
7,9,251.44,Y,999,0,1,0,3,1,0,2,588,1,3584
8,5,253.06,Y,1276,1336,2,1,4,1,1,3,676,10,6736
7,5,72.64,Y,1266,0,2,0,2,1,1,2,388,1,3213.9
8,5,234,Y,1149,1141,2,1,4,1,1,2,779,6,5134
5,5,211.5,Y,1302,432,2,0,4,2,0,2,539,32,2536
5,5,226.6,N,1164,0,1,0,3,1,0,1,240,58,2516
6,8,115.2,Y,1001,634,1,0,2,1,0,1,255,3,2356
9,5,212.18,Y,1940,0,2,1,3,1,1,3,606,0,7919.84
6,6,249.92,Y,1118,912,2,1,4,1,1,2,551,31,3916
7,5,171.5,Y,778,798,2,1,3,1,0,2,614,0,3956
8,5,198.04,Y,1407,985,2,1,3,1,1,3,870,8,6976
8,9,362.42,Y,916,826,1,1,4,1,1,2,424,23,3376
6,8,204.2,Y,1020,831,2,1,3,1,1,2,440,14,3756
6,5,185.92,Y,750,750,2,1,3,1,0,2,564,0,3494
10,5,258.12,Y,1718,0,2,0,3,1,1,3,786,2,6766
4,7,103.24,Y,774,456,1,1,3,1,0,1,305,56,2448
5,6,222.18,Y,1050,0,1,0,3,1,0,1,368,45,2746
6,6,243.34,Y,1442,0,2,0,2,1,1,2,615,39,3716
3,4,204.72,N,1077,0,1,0,3,1,1,1,210,56,1836
7,5,144.24,Y,1208,0,2,0,2,1,0,2,632,4,4136
3,3,213.12,N,944,0,1,0,2,1,0,2,528,57,1656
5,6,117,Y,691,0,1,0,2,1,0,1,216,57,1736
8,5,248.14,Y,1574,0,2,0,3,1,1,3,824,2,4656
5,6,239,Y,1680,0,2,0,4,2,0,2,528,31,2754.1
7,5,72.64,Y,1504,0,2,0,1,1,1,2,457,3,3636
5,8,176.7,Y,985,0,2,0,3,1,0,1,328,31,3014
6,3,252.1,Y,1657,0,2,0,3,1,1,2,484,37,3286
4,4,53.34,Y,546,546,1,1,3,1,0,1,286,39,1776
7,5,251.36,Y,1710,0,2,0,3,1,1,2,550,4,4816
5,5,129,Y,1008,0,2,0,4,1,0,0,0,56,2056
5,5,434.72,Y,720,551,2,0,4,1,1,1,312,58,2716
5,5,205.5,N,1664,0,2,0,4,2,0,0,0,45,2016
6,7,220.84,Y,900,602,1,1,3,1,2,1,180,11,3316
5,4,153,N,1022,0,1,0,2,1,0,1,280,3,1716
6,5,242.28,Y,1082,0,1,0,2,1,1,1,240,57,2400
8,6,177,Y,810,855,2,1,3,1,0,2,528,8,4556
7,5,246.66,Y,1504,0,2,0,3,1,1,2,478,13,4076
8,5,125.28,Y,1360,0,1,0,1,1,1,2,565,25,3766
7,5,224.68,Y,802,670,2,1,3,1,1,2,402,15,3216
7,5,69.26,Y,1506,0,2,0,2,1,1,2,440,1,4285.8
4,5,149.48,Y,1132,0,1,1,2,1,0,2,451,3,3536
7,5,157.12,Y,1220,0,2,0,2,1,0,2,632,0,3896
5,5,197.78,Y,912,336,1,0,2,1,0,1,160,57,1756
7,5,72.64,Y,1504,0,2,0,2,1,1,2,437,2,3836
8,6,318.96,Y,2898,0,2,0,2,1,1,2,665,32,5756
5,5,163,Y,882,0,1,0,3,1,0,2,461,35,2266
5,5,195,Y,1264,0,1,0,3,1,2,2,461,50,3366
8,5,199.4,Y,1646,0,2,0,3,1,1,3,800,0,5877.54
5,5,198.84,Y,968,408,1,0,3,1,1,1,240,57,2116
6,7,42.6,Y,672,546,1,1,3,1,0,1,264,34,2376
5,8,150.64,Y,948,980,2,0,5,2,0,0,0,11,3216
7,3,326.26,Y,1687,998,2,1,5,1,2,2,672,39,3956
8,7,299.82,Y,1352,1168,2,1,5,1,1,3,796,13,6216
7,5,171.5,Y,1654,0,2,0,3,1,0,3,900,4,4616
5,7,135.1,Y,954,0,1,0,2,1,1,1,240,57,2411
4,3,239,N,845,0,1,0,3,1,0,1,290,52,1696
9,5,266.96,Y,1620,0,2,0,2,1,1,3,912,1,6326
8,5,193.8,Y,1055,1208,2,1,3,1,1,2,905,6,5756
4,6,39.66,Y,798,546,1,1,3,1,1,0,0,1,1956
4,4,38.54,Y,630,0,1,0,1,1,0,1,286,39,1616
5,4,271.5,Y,1803,0,2,0,3,1,1,2,484,6,3116
6,8,191.6,Y,800,832,1,1,4,1,0,2,484,8,3476
6,5,116.62,Y,1306,0,2,0,1,1,1,2,624,4,3936
7,5,245.78,Y,1532,797,2,1,4,1,1,2,514,18,5261.6
8,5,201,Y,2524,0,2,1,4,1,1,2,542,28,5576
3,5,282.6,Y,1733,0,2,0,4,1,1,2,452,54,2808
9,5,330.12,Y,1992,876,3,1,4,1,1,3,716,0,11147.62
5,5,193.9,Y,990,0,1,0,3,1,0,2,672,13,2916
5,4,444,Y,1771,0,1,0,3,1,1,2,336,3,2316
4,7,231,Y,930,0,1,0,2,1,0,1,308,4,1714
7,5,188.86,Y,1302,0,2,0,3,1,0,2,436,0,3545.7
7,5,232.5,Y,1316,0,2,0,3,1,1,2,440,0,4018.82
6,6,199,Y,1127,850,1,1,4,1,1,2,540,29,3316
5,6,180.24,Y,1526,0,1,0,4,1,1,1,364,8,2906
8,5,236.34,Y,1091,898,2,1,3,1,1,2,586,4,5116
6,5,236.22,Y,1523,0,2,0,3,1,1,2,478,32,3616
7,5,150.04,Y,1364,0,2,0,2,1,1,2,484,1,3733
7,6,608.18,Y,979,871,2,1,3,1,1,2,467,15,4976
9,5,235.16,Y,1130,1054,2,1,3,1,1,3,836,1,6716
6,7,234.5,Y,1096,895,1,1,3,1,1,2,432,57,4416
8,5,107.4,Y,1338,0,2,0,2,1,0,2,582,9,4286
3,4,369,Y,894,0,1,0,2,1,0,3,1248,58,1636
5,5,281,N,1422,915,2,0,5,2,0,2,560,57,1816
6,6,129,Y,1103,0,1,0,2,1,1,2,440,26,2226
5,6,229,Y,1154,0,1,1,3,1,1,2,480,43,3096
7,5,289,Y,1306,954,2,1,3,1,0,2,533,13,6576
6,7,165.74,Y,799,772,2,1,3,1,1,2,380,15,3576
6,6,204.2,Y,798,813,1,1,4,1,0,2,442,44,3374
6,4,88.28,Y,1291,1230,2,1,5,1,1,2,576,33,3044
5,7,201,Y,893,0,1,0,2,1,0,2,576,4,2716
5,5,212.04,Y,1048,0,1,0,3,1,0,1,286,51,2716
6,6,243,Y,829,727,1,1,4,1,0,2,441,41,3096
5,3,160.7,Y,1002,454,1,0,4,1,1,1,280,56,1846
6,6,168,Y,698,728,1,1,3,1,0,2,440,32,3206
7,5,180.12,Y,1240,0,2,0,2,1,0,3,826,1,3896
7,6,271.5,Y,960,780,1,1,3,1,2,1,240,23,4406
5,8,225,Y,1096,370,2,0,3,1,1,2,566,17,3416
5,5,326.4,Y,1096,0,1,0,3,1,0,1,299,37,2792
6,5,97.7,Y,848,0,1,0,1,1,1,2,420,2,3134
5,5,184.5,Y,990,0,1,0,3,1,0,1,299,13,2536
6,7,229.8,Y,1258,0,2,0,3,1,0,2,528,4,2916
5,5,159,Y,1040,0,1,1,3,1,0,1,308,47,2676
7,5,183.98,Y,1459,0,2,0,3,1,1,2,527,5,3856
6,6,185,Y,1251,0,1,0,3,1,2,1,461,42,3216
6,5,269.62,Y,691,807,2,1,3,1,1,2,409,10,3766
6,6,190.38,Y,996,0,1,0,2,1,0,2,564,18,2956
4,5,48.48,Y,546,546,1,1,3,1,0,1,286,37,1686
8,5,220.48,Y,1082,871,2,1,3,1,1,3,1043,3,5056
7,5,59.44,Y,970,739,2,0,3,1,0,2,380,2,2766
8,5,75.32,Y,1247,0,1,1,1,1,1,2,550,1,3956
3,4,179.88,N,1040,0,2,0,2,2,0,2,400,59,1874
7,5,52.2,Y,624,628,2,1,2,1,0,2,462,8,3216
6,5,177,Y,1390,304,2,0,4,1,1,2,576,58,2746
5,8,193.6,Y,1200,0,1,1,1,1,0,2,884,8,2936
5,7,126.36,Y,936,0,1,0,2,1,0,1,308,10,2596
6,5,195.34,Y,1314,0,2,0,3,1,1,2,440,1,3544.64
6,7,146.64,Y,773,582,1,1,3,1,0,0,0,1,2556
8,5,82.92,Y,1088,0,1,1,2,1,0,2,461,21,3416
4,6,129,Y,757,567,1,0,3,1,0,1,240,59,2576
7,5,246.6,Y,1601,0,2,0,3,1,1,2,478,31,3156
2,5,177,N,438,0,1,0,1,1,0,1,246,59,1216
5,5,204.16,Y,950,0,1,0,3,1,0,1,280,36,2406
5,7,149,Y,1134,0,1,0,2,1,0,1,254,5,2716
6,6,187.2,Y,1194,0,1,0,3,1,1,2,539,47,3206
5,5,49.32,Y,630,672,2,1,3,1,0,2,440,37,2136
8,5,254.12,Y,1500,1122,2,1,3,1,2,2,712,15,6516
7,5,216.14,Y,1442,0,2,0,3,1,1,2,719,16,3614
7,5,474.14,Y,887,1134,2,1,3,1,1,2,422,0,5510.5
6,5,170.26,Y,948,742,2,1,3,1,1,2,463,7,3636
8,5,236.24,Y,1836,0,2,0,3,1,1,3,862,4,5616
6,5,169,Y,773,885,2,1,3,1,1,2,431,12,3776
7,6,218.6,Y,1098,866,2,1,4,1,1,2,483,32,4116
5,7,151,Y,816,0,1,0,2,1,0,1,308,49,2614
5,7,187.46,Y,1008,0,1,0,2,1,0,1,240,1,2706
5,7,117,Y,833,0,1,0,2,1,0,1,326,6,2356
8,5,250.7,Y,1734,0,2,0,3,1,1,3,928,0,6376
8,5,164,Y,779,640,2,1,3,1,1,2,527,7,3698
5,7,204.28,Y,894,0,1,0,3,1,0,2,450,5,2616
5,6,285.5,Y,1021,580,1,0,3,1,0,1,300,21,2816
5,5,160.2,Y,1040,0,1,0,3,1,0,1,286,47,2690
6,5,174.26,Y,1012,0,1,0,2,1,1,1,308,57,2384
7,5,210.68,Y,1552,0,2,0,3,1,0,3,782,0,4274
4,3,187.52,Y,960,0,1,0,3,1,0,1,288,53,2256
5,9,197.1,Y,698,0,1,0,2,1,0,0,0,1,2376
7,5,191.5,Y,812,670,2,1,3,1,1,2,392,15,3294
4,5,217.68,Y,1005,0,1,0,2,1,1,2,672,54,2316
7,5,82.68,Y,1555,0,2,0,2,1,1,3,660,2,3496
7,5,300.44,Y,1530,0,2,0,3,1,1,3,630,3,5196
7,5,244.92,Y,847,1112,2,1,4,1,1,2,434,2,4316
5,5,153,Y,936,0,1,0,2,1,0,2,672,27,2816
4,3,165.08,Y,1328,653,2,0,4,1,2,2,576,59,2716
5,5,223.24,Y,974,0,1,0,3,1,0,0,0,15,1886
6,4,207,Y,1178,1032,2,0,5,1,0,1,205,57,2366
8,5,205.56,Y,1142,878,2,1,3,1,1,2,466,14,4806
6,5,184.46,Y,916,684,2,1,3,1,1,2,460,10,3396
6,5,132.6,N,986,0,1,0,2,1,1,1,180,57,2056
6,5,201,Y,1032,220,1,0,3,1,0,1,288,58,2396
5,8,135.84,N,780,240,1,0,2,1,0,0,0,14,1896
6,5,205.38,Y,1567,0,2,0,2,1,2,2,714,32,3936
5,5,183.62,Y,1167,0,1,0,3,1,1,2,495,57,2896
5,7,156,Y,952,0,1,0,2,1,0,2,840,57,2796
5,7,215.08,Y,1088,780,2,1,4,1,1,2,484,33,3966
8,5,208.3,Y,1466,1362,3,0,4,1,1,3,1052,0,8513.4
5,3,189,Y,1006,0,1,0,3,1,0,0,0,49,1616
4,4,252.6,N,672,252,1,0,2,1,0,1,280,60,1616
5,6,133.8,Y,1042,534,1,0,3,1,1,1,225,56,2996
6,5,233,Y,1298,0,2,0,3,1,1,2,403,21,3616
7,7,249,Y,860,704,1,1,3,1,1,1,234,59,3506
7,7,123,Y,572,539,1,0,2,1,1,1,288,58,2354
7,9,189,Y,832,650,1,0,3,1,0,2,324,21,2876
6,5,174.6,Y,932,0,1,0,2,1,1,1,306,57,2496
5,4,364.1,Y,1466,0,1,1,3,1,2,2,528,47,3014
6,7,291.3,Y,1811,0,1,0,2,1,1,2,470,2,4616
6,8,126.8,Y,816,0,1,0,2,1,0,1,432,1,2426
7,6,283,Y,902,918,1,2,4,1,2,2,492,20,4052
5,8,224.36,Y,1437,0,2,0,3,1,1,2,528,3,4376
5,8,196,Y,1265,0,2,0,3,1,1,2,502,9,3614
7,5,109.02,Y,1314,0,2,0,2,1,1,2,626,1,4616
8,5,247.64,Y,1580,0,2,0,3,1,0,3,830,0,4718.56
6,6,191.4,Y,943,933,2,1,4,1,1,2,540,34,3716
6,5,54.6,Y,855,601,2,1,3,1,1,2,440,32,2936
6,7,304.56,Y,1640,0,1,0,3,1,1,2,924,2,4496
5,5,183.48,Y,894,0,1,0,3,1,1,2,450,39,2596
4,4,267,Y,1258,0,0,2,0,2,0,2,400,39,2195.18
5,7,332.14,Y,1432,0,1,1,2,1,1,2,588,29,3896
7,5,199.82,Y,1502,0,2,0,3,1,0,2,644,0,4679.4
8,5,218.5,Y,1694,0,2,0,3,1,0,3,776,2,4923
6,5,226.04,Y,959,712,2,1,3,1,1,2,472,6,3476
6,7,283.56,Y,1236,872,2,0,4,1,2,2,540,22,4716
10,5,724.2,Y,1831,1796,3,1,4,1,1,3,807,10,12516
6,6,206.6,Y,1118,0,1,0,3,1,1,1,358,31,3436
6,6,191.4,Y,1261,0,1,0,3,1,1,2,433,50,3276
7,5,89.34,Y,625,625,2,1,2,1,0,2,625,1,3454
5,6,369.6,Y,1636,971,3,0,3,1,1,0,0,13,4026
6,8,340.2,Y,1170,1175,2,1,4,1,1,2,360,56,4796
8,5,222.56,Y,2129,743,2,1,4,1,1,2,541,7,5716
5,5,148.02,Y,923,0,1,0,3,1,0,1,264,23,2406
6,8,88,Y,818,406,1,0,3,1,0,1,210,5,2316
5,6,162.62,Y,820,523,1,1,3,1,1,1,186,59,3114
5,5,175.7,Y,1124,0,1,0,3,1,1,0,0,52,1876
7,5,232.4,Y,1298,1216,2,1,4,1,0,2,693,15,5016
8,5,120.74,Y,1652,0,2,0,2,1,1,2,482,0,7866
10,5,321.46,Y,2411,2065,3,1,4,1,2,3,813,11,14916
5,6,225,Y,1130,0,1,0,2,1,1,2,720,56,2416
5,4,711.66,Y,1572,0,1,1,3,1,2,3,995,44,3750
5,7,203.76,Y,949,272,1,0,4,1,0,1,392,56,2114
3,5,221.3,Y,1014,685,2,0,3,2,0,2,420,39,1916
8,5,258.22,Y,1624,0,2,0,2,1,1,3,757,11,5256
7,5,187.7,Y,831,829,2,1,3,1,0,2,493,7,3916
7,5,159,Y,1028,776,2,1,3,1,1,2,442,11,3796
4,4,658.26,Y,1622,0,1,0,3,1,1,4,1356,32,3376
8,5,61.9,Y,764,677,2,1,2,1,0,2,492,7,3496
5,8,201,Y,842,630,1,0,3,1,0,1,250,13,2516
6,5,99,Y,1224,0,2,0,2,1,0,2,402,10,3316
6,7,196.28,Y,663,689,1,1,4,1,0,1,299,41,3176
6,5,169.58,Y,728,728,2,1,3,1,0,2,400,3,3536
7,5,290.08,Y,879,984,2,1,4,1,1,3,660,0,4400.2
7,6,186,Y,815,875,1,0,3,1,1,1,225,56,2896
7,5,191,Y,1212,0,2,0,3,1,0,2,573,8,3576
4,5,233.7,Y,1382,0,1,1,3,1,1,2,459,27,2976
4,5,196.06,Y,864,0,1,0,3,1,0,1,280,36,2337
7,5,217,Y,866,913,2,1,3,1,0,2,546,11,3974
5,8,129,Y,884,464,1,0,3,1,1,1,216,12,2356
7,5,204,Y,1630,0,2,0,3,1,1,2,451,8,4276
5,6,211.8,Y,1074,0,1,1,3,1,0,2,495,31,3086
7,7,302.68,Y,2196,0,2,0,3,1,1,3,701,18,5454
4,4,187,Y,1056,0,1,0,2,1,0,1,384,40,2156
6,5,191.7,Y,1700,0,2,0,3,1,0,2,544,3,4016
5,7,164.26,Y,1283,0,1,0,3,1,0,2,506,28,2816
8,5,212.64,Y,1660,0,2,0,3,1,1,2,500,0,5816
6,5,233.36,Y,1055,790,2,1,3,1,1,2,462,18,3796
8,7,251.68,Y,1080,672,2,0,4,1,0,2,492,5,3296
4,6,195.8,Y,672,0,1,0,2,1,0,1,234,59,2276
4,9,213.92,Y,960,0,0,0,0,1,0,1,364,5,2916
5,5,213.1,Y,999,0,1,0,3,1,0,1,300,44,2706
5,5,150.88,Y,894,0,1,0,3,1,0,1,384,41,2516
6,5,187.6,Y,1318,584,2,0,4,2,0,2,539,32,2256
8,5,181.8,Y,1314,0,2,0,3,1,0,2,552,0,4605.12
4,5,133.8,N,672,240,1,0,2,1,0,0,0,56,1626
6,5,42.6,Y,672,546,1,1,3,1,0,0,0,35,1846
5,5,165,Y,912,0,1,0,2,1,0,1,288,42,2316
